 
      1    784    196      1
    1  0.9050728E-01  0.2902407E-02 -0.4989001E-03  0.6406714E+00  0.2054013E-01 -0.7675405E+00  0.9060341E-05
    1  0.9013537E-01  0.8695222E-02 -0.4988979E-03  0.6380306E+00  0.6155353E-01 -0.7675468E+00  0.9060381E-05
    1  0.8939305E-01  0.1445237E-01 -0.4989004E-03  0.6327721E+00  0.1023005E+00 -0.7675506E+00  0.9060608E-05
    1  0.8828342E-01  0.2015012E-01 -0.4988976E-03  0.6249102E+00  0.1426337E+00 -0.7675564E+00  0.9060579E-05
    1  0.8681099E-01  0.2576504E-01 -0.4988959E-03  0.6144922E+00  0.1823785E+00 -0.7675529E+00  0.9060572E-05
    1  0.8498186E-01  0.3127411E-01 -0.4988989E-03  0.6015475E+00  0.2213740E+00 -0.7675508E+00  0.9060468E-05
    1  0.8280353E-01  0.3665463E-01 -0.4988971E-03  0.5861320E+00  0.2594637E+00 -0.7675467E+00  0.9060415E-05
    1  0.8028495E-01  0.4188459E-01 -0.4988993E-03  0.5683069E+00  0.2964785E+00 -0.7675466E+00  0.9060514E-05
    1  0.7743642E-01  0.4694241E-01 -0.4988988E-03  0.5481303E+00  0.3322882E+00 -0.7675530E+00  0.9060525E-05
    1  0.7426970E-01  0.5180732E-01 -0.4988998E-03  0.5257117E+00  0.3667108E+00 -0.7675614E+00  0.9060673E-05
    1  0.7079782E-01  0.5645937E-01 -0.4988968E-03  0.5011370E+00  0.3996396E+00 -0.7675610E+00  0.9060797E-05
    1  0.6703494E-01  0.6087941E-01 -0.4988961E-03  0.4745034E+00  0.4309408E+00 -0.7675523E+00  0.9060521E-05
    1  0.6299668E-01  0.6504925E-01 -0.4988963E-03  0.4459313E+00  0.4604560E+00 -0.7675452E+00  0.9060366E-05
    1  0.5869953E-01  0.6895180E-01 -0.4988974E-03  0.4155142E+00  0.4880889E+00 -0.7675397E+00  0.9060341E-05
    1  0.5416116E-01  0.7257104E-01 -0.4988991E-03  0.3833906E+00  0.5137055E+00 -0.7675405E+00  0.9060344E-05
    1  0.4940026E-01  0.7589205E-01 -0.4988976E-03  0.3496922E+00  0.5372202E+00 -0.7675349E+00  0.9060253E-05
    1  0.4443634E-01  0.7890122E-01 -0.4988987E-03  0.3145525E+00  0.5585217E+00 -0.7675351E+00  0.9060170E-05
    1  0.3928982E-01  0.8158611E-01 -0.4988970E-03  0.2781163E+00  0.5775230E+00 -0.7675406E+00  0.9060417E-05
    1  0.3398182E-01  0.8393582E-01 -0.4989000E-03  0.2405528E+00  0.5941519E+00 -0.7675402E+00  0.9060395E-05
    1  0.2853424E-01  0.8594061E-01 -0.4988977E-03  0.2019813E+00  0.6083454E+00 -0.7675411E+00  0.9060231E-05
    1  0.2296941E-01  0.8759221E-01 -0.4988987E-03  0.1625924E+00  0.6200337E+00 -0.7675428E+00  0.9060395E-05
    1  0.1731017E-01  0.8888388E-01 -0.4988945E-03  0.1225351E+00  0.6291873E+00 -0.7675340E+00  0.9060259E-05
    1  0.1157975E-01  0.8981035E-01 -0.4989007E-03  0.8196816E-01  0.6357476E+00 -0.7675325E+00  0.9060199E-05
    1  0.5801790E-02  0.9036775E-01 -0.4988977E-03  0.4107456E-01  0.6396834E+00 -0.7675402E+00  0.9060421E-05
    1  0.5820766E-10  0.9055381E-01 -0.4988980E-03  0.0000000E+00  0.6410044E+00 -0.7675372E+00  0.9060157E-05
    1 -0.5801790E-02  0.9036775E-01 -0.4988996E-03 -0.4107456E-01  0.6396834E+00 -0.7675402E+00  0.9060420E-05
    1 -0.1157975E-01  0.8981034E-01 -0.4988944E-03 -0.8196815E-01  0.6357476E+00 -0.7675325E+00  0.9060199E-05
    1 -0.1731017E-01  0.8888389E-01 -0.4989016E-03 -0.1225351E+00  0.6291873E+00 -0.7675340E+00  0.9060259E-05
    1 -0.2296941E-01  0.8759220E-01 -0.4988969E-03 -0.1625924E+00  0.6200337E+00 -0.7675428E+00  0.9060395E-05
    1 -0.2853424E-01  0.8594061E-01 -0.4988980E-03 -0.2019813E+00  0.6083454E+00 -0.7675411E+00  0.9060230E-05
    1 -0.3398181E-01  0.8393583E-01 -0.4988986E-03 -0.2405528E+00  0.5941518E+00 -0.7675402E+00  0.9060395E-05
    1 -0.3928983E-01  0.8158612E-01 -0.4988991E-03 -0.2781163E+00  0.5775229E+00 -0.7675406E+00  0.9060417E-05
    1 -0.4443634E-01  0.7890122E-01 -0.4988937E-03 -0.3145525E+00  0.5585217E+00 -0.7675351E+00  0.9060170E-05
    1 -0.4940026E-01  0.7589205E-01 -0.4989016E-03 -0.3496922E+00  0.5372202E+00 -0.7675349E+00  0.9060253E-05
    1 -0.5416116E-01  0.7257102E-01 -0.4988987E-03 -0.3833906E+00  0.5137055E+00 -0.7675405E+00  0.9060344E-05
    1 -0.5869953E-01  0.6895181E-01 -0.4988980E-03 -0.4155142E+00  0.4880889E+00 -0.7675397E+00  0.9060341E-05
    1 -0.6299667E-01  0.6504925E-01 -0.4988995E-03 -0.4459313E+00  0.4604560E+00 -0.7675452E+00  0.9060367E-05
    1 -0.6703495E-01  0.6087941E-01 -0.4988977E-03 -0.4745034E+00  0.4309408E+00 -0.7675523E+00  0.9060521E-05
    1 -0.7079782E-01  0.5645937E-01 -0.4989001E-03 -0.5011370E+00  0.3996396E+00 -0.7675610E+00  0.9060797E-05
    1 -0.7426970E-01  0.5180732E-01 -0.4988966E-03 -0.5257117E+00  0.3667108E+00 -0.7675614E+00  0.9060673E-05
    1 -0.7743643E-01  0.4694241E-01 -0.4988969E-03 -0.5481303E+00  0.3322882E+00 -0.7675531E+00  0.9060525E-05
    1 -0.8028495E-01  0.4188459E-01 -0.4988970E-03 -0.5683069E+00  0.2964785E+00 -0.7675465E+00  0.9060514E-05
    1 -0.8280353E-01  0.3665463E-01 -0.4988995E-03 -0.5861320E+00  0.2594637E+00 -0.7675467E+00  0.9060414E-05
    1 -0.8498186E-01  0.3127410E-01 -0.4988993E-03 -0.6015474E+00  0.2213740E+00 -0.7675508E+00  0.9060468E-05
    1 -0.8681099E-01  0.2576505E-01 -0.4988977E-03 -0.6144922E+00  0.1823785E+00 -0.7675529E+00  0.9060572E-05
    1 -0.8828341E-01  0.2015012E-01 -0.4988978E-03 -0.6249103E+00  0.1426337E+00 -0.7675564E+00  0.9060580E-05
    1 -0.8939305E-01  0.1445237E-01 -0.4988963E-03 -0.6327721E+00  0.1023005E+00 -0.7675506E+00  0.9060608E-05
    1 -0.9013535E-01  0.8695222E-02 -0.4988995E-03 -0.6380306E+00  0.6155353E-01 -0.7675468E+00  0.9060381E-05
    1 -0.9050727E-01  0.2902407E-02 -0.4988949E-03 -0.6406714E+00  0.2054013E-01 -0.7675405E+00  0.9060341E-05
    1  0.8256425E-01  0.2647675E-02 -0.5846649E-02  0.5503676E+00  0.1764599E-01 -0.8347360E+00  0.9594405E-04
    1  0.8222499E-01  0.7932145E-02 -0.5846650E-02  0.5481072E+00  0.5287455E-01 -0.8347352E+00  0.9594382E-04
    1  0.8154787E-01  0.1318403E-01 -0.5846625E-02  0.5435941E+00  0.8788484E-01 -0.8347345E+00  0.9594383E-04
    1  0.8053555E-01  0.1838173E-01 -0.5846659E-02  0.5368454E+00  0.1225353E+00 -0.8347347E+00  0.9594380E-04
    1  0.7919237E-01  0.2350387E-01 -0.5846640E-02  0.5278914E+00  0.1566767E+00 -0.8347353E+00  0.9594305E-04
    1  0.7752377E-01  0.2852944E-01 -0.5846645E-02  0.5167698E+00  0.1901732E+00 -0.8347354E+00  0.9594407E-04
    1  0.7553659E-01  0.3343780E-01 -0.5846654E-02  0.5035222E+00  0.2228951E+00 -0.8347354E+00  0.9594412E-04
    1  0.7323907E-01  0.3820877E-01 -0.5846631E-02  0.4882070E+00  0.2546953E+00 -0.8347360E+00  0.9594398E-04
    1  0.7064052E-01  0.4282268E-01 -0.5846646E-02  0.4708851E+00  0.2854542E+00 -0.8347353E+00  0.9594377E-04
    1  0.6775171E-01  0.4726065E-01 -0.5846649E-02  0.4516294E+00  0.3150386E+00 -0.8347344E+00  0.9594369E-04
    1  0.6458452E-01  0.5150446E-01 -0.5846637E-02  0.4305193E+00  0.3433232E+00 -0.8347349E+00  0.9594463E-04
    1  0.6115188E-01  0.5553656E-01 -0.5846652E-02  0.4076312E+00  0.3702080E+00 -0.8347352E+00  0.9594332E-04
    1  0.5746803E-01  0.5934045E-01 -0.5846643E-02  0.3830809E+00  0.3955574E+00 -0.8347356E+00  0.9594311E-04
    1  0.5354802E-01  0.6290051E-01 -0.5846648E-02  0.3569476E+00  0.4192910E+00 -0.8347355E+00  0.9594412E-04
