0.000000,-1.072420,
0.098821,-1.069751,
0.197642,-1.058949,
0.296464,-1.040567,
0.395285,-1.015392,
0.494106,-0.984322,
0.592927,-0.948228,
0.691748,-0.907836,
0.790569,-0.863628,
0.889391,-0.815801,
0.988212,-0.764265,
1.087033,-0.708699,
1.185854,-0.648648,
1.284675,-0.583654,
1.383496,-0.513397,
1.482318,-0.437830,
1.581139,-0.357289,
1.679960,-0.272550,
1.778781,-0.184843,
1.877602,-0.095800,
1.976424,-0.007350,
2.075245,0.078441,
2.174066,0.159520,
2.272887,0.234058,
2.371708,0.300600,
2.470529,0.358200,
2.569351,0.406501,
2.668172,0.445745,
2.766993,0.476733,
2.865814,0.500718,
2.964635,0.519251,
3.063456,0.534005,
3.162278,0.546592,
3.261099,0.558388,
3.359920,0.570398,
3.458741,0.583172,
3.557562,0.596766,
3.656384,0.610776,
3.755205,0.624413,
3.854026,0.636625,
3.952847,0.646240,
4.051668,0.652122,
4.150489,0.653305,
4.249311,0.649111,
4.348132,0.639221,
4.446953,0.623704,
4.545774,0.603004,
4.644595,0.577882,
4.743416,0.549329,
4.842238,0.518469,
4.941059,0.486447,
5.039880,0.454337,
5.138701,0.423065,
5.237522,0.393364,
5.336344,0.365756,
5.435165,0.340563,
5.533986,0.317943,
5.632807,0.297941,
5.731628,0.280542,
5.830449,0.265722,
5.929271,0.253487,
6.028092,0.243894,
6.126913,0.237047,
6.225734,0.233080,
6.324555,0.232120,
6.423376,0.234245,
6.522198,0.239433,
6.621019,0.247528,
6.719840,0.258208,
6.818661,0.270979,
6.917482,0.285181,
7.016304,0.300024,
7.115125,0.314624,
7.213946,0.328068,
7.312767,0.339470,
7.411588,0.348028,
7.510409,0.353079,
7.609231,0.354133,
7.708052,0.350895,
7.806873,0.343267,
7.905694,0.331340,
8.004515,0.315365,
8.103337,0.295724,
8.202158,0.272885,
8.300979,0.247369,
8.399800,0.219708,
8.498621,0.190420,
8.597442,0.159981,
8.696264,0.128811,
8.795085,0.097264,
8.893906,0.065622,
8.992727,0.034093,
9.091548,0.002820,
9.190369,-0.028141,
9.289191,-0.058776,
9.388012,-0.089147,
9.486833,-0.119366,
9.585654,-0.149590,
9.684475,-0.180004,
9.783297,-0.210809,
9.882118,-0.242196,
9.980939,-0.274325,
10.079760,-0.307304,
10.178581,-0.341164,
10.277402,-0.375844,
10.376224,-0.411184,
10.475045,-0.446923,
10.573866,-0.482705,
10.672687,-0.518104,
10.771508,-0.552650,
10.870329,-0.585856,
10.969151,-0.617261,
11.067972,-0.646460,
11.166793,-0.673132,
11.265614,-0.697066,
11.364435,-0.718168,
11.463257,-0.736462,
11.562078,-0.752083,
11.660899,-0.765251,
11.759720,-0.776251,
11.858541,-0.785397,
11.957362,-0.792999,
12.056184,-0.799339,
12.155005,-0.804638,
12.253826,-0.809038,
12.352647,-0.812588,
12.451468,-0.815239,
12.550289,-0.816839,
12.649111,-0.817139,
12.747932,-0.815799,
12.846753,-0.812404,
12.945574,-0.806473,
13.044395,-0.797482,
13.143217,-0.784881,
13.242038,-0.768119,
13.340859,-0.746674,
13.439680,-0.720085,
13.538501,-0.687981,
13.637322,-0.650123,
13.736144,-0.606430,
13.834965,-0.557008,
13.933786,-0.502172,
14.032607,-0.442446,
14.131428,-0.378561,
14.230249,-0.311428,
14.329071,-0.242101,
14.427892,-0.171722,
14.526713,-0.101465,
14.625534,-0.032463,
14.724355,0.034251,
14.823177,0.097800,
14.921998,0.157506,
15.020819,0.212917,
15.119640,0.263802,
15.218461,0.310144,
15.317282,0.352099,
15.416104,0.389948,
15.514925,0.424048,
15.613746,0.454772,
15.712567,0.482465,
15.811388,0.507412,
15.910209,0.529817,
16.009031,0.549815,
16.107852,0.567481,
16.206673,0.582875,
16.305494,0.596074,
16.404315,0.607220,
16.503137,0.616549,
16.601958,0.624412,
16.700779,0.631274,
16.799600,0.637692,
16.898421,0.644275,
16.997242,0.651624,
17.096064,0.660264,
17.194885,0.670582,
17.293706,0.682763,
17.392527,0.696752,
17.491348,0.712239,
17.590169,0.728670,
17.688991,0.745293,
17.787812,0.761220,
17.886633,0.775521,
17.985454,0.787309,
18.084275,0.795844,
18.183097,0.800604,
18.281918,0.801347,
18.380739,0.798133,
18.479560,0.791316,
18.578381,0.781506,
18.677202,0.769489,
18.776024,0.756147,
18.874845,0.742348,
18.973666,0.728852,
19.072487,0.716229,
19.171308,0.704793,
19.270129,0.694579,
19.368951,0.685340,
19.467772,0.676587,
19.566593,0.667649,
19.665414,0.657749,
19.764235,0.646090,
19.863057,0.631933,
19.961878,0.614668,
20.060699,0.593850,
20.159520,0.569222,
20.258341,0.540702,
