  8.7946802E-02  -1.570796       8.795564     -3.8066360E-12 -1.5660771E-06
 -3.8795633E-12   25.50812     -1.2411418E-11  0.7968853      -1.570796    
   8.803000      2.7393362E-08 -1.6534482E-06 -3.3082870E-11   25.52969    
  7.9302140E-08   2.215591      -1.570796       8.813585      1.0037816E-06
 -1.5585576E-06 -4.4838089E-10   25.56035      2.9113316E-06   4.372128    
  -1.570794       8.890327      1.0911294E-05 -1.2790231E-06 -1.6352715E-09
   25.78298      3.1646250E-05   7.250045      -1.570788       8.944382    
  6.3349646E-05 -1.5177098E-06  2.2773747E-09   25.93974      1.8372037E-04
   10.83394      -1.570770       8.981986      2.5667137E-04 -1.5204930E-06
  1.1263182E-08   26.04869      7.4437982E-04   15.11733      -1.570727    
   9.016167      8.2095125E-04 -1.3013662E-06  1.5643309E-09   26.14795    
  2.3808659E-03   20.12020      -1.570634       9.063519      2.2193834E-03
 -1.5030541E-06  7.7343429E-09   26.28527      6.4365091E-03   25.84804    
  -1.570458       9.123167      5.2861311E-03 -1.4634375E-06 -4.2491592E-09
   26.45815      1.5330419E-02   32.26626      -1.570148       9.183022    
  1.1403066E-02 -1.2175158E-06 -2.2657332E-08   26.63180      3.3070330E-02
   39.43726      -1.569637       9.261395      2.2742238E-02 -1.3635940E-06
  2.1987944E-08   26.85900      6.5955237E-02   47.34595      -1.568838    
   9.349985      4.2521864E-02 -1.1544259E-06  4.5110937E-08   27.11601    
  0.1233186       55.94602      -1.567638       9.441656      7.5300120E-02
 -1.4436288E-06  1.2485543E-08   27.38181      0.2183789       65.42217    
  -1.565908       9.562467      0.1275308     -1.4520105E-06 -3.1432137E-09
   27.73227      0.3698533       75.65333      -1.563486       9.690509    
  0.2076621     -1.0023857E-06  3.5506673E-09   28.10352      0.6022441    
   86.63659      -1.560187       9.826962      0.3267553     -1.2247120E-06
  2.6702764E-07   28.49925      0.9476253       98.61543      -1.555812    
   9.992775      0.4996062     -9.7368479E-07 -7.3283445E-08   28.98013    
   1.448912       111.5486      -1.550127       10.17748      0.7445092    
