time,wave [m],stroke [m],stroke speed [m/s],angle [deg],angular_speed [deg/s],F_PTO [N],Energy [J]
4.12,-0.002,0.003,0.015,0.0,0.0,459.719,12.024
4.13,-0.002,0.004,0.015,0.0,0.0,473.293,12.224
4.14,-0.002,0.004,0.015,0.0,0.0,486.77,12.427
4.15,-0.001,0.004,0.015,0.0,0.0,500.136,12.632
4.16,-0.001,0.004,0.016,0.0,0.0,513.472,12.84
4.17,-0.001,0.004,0.016,0.0,0.0,526.546,13.047
4.18,-0.001,0.004,0.016,0.0,0.0,539.355,13.253
4.19,-0.001,0.005,0.017,0.0,0.0,552.732,13.472
4.2,-0.001,0.005,0.017,0.0,0.0,567.205,13.714
4.21,-0.0,0.005,0.017,0.0,0.0,582.984,13.982
4.22,-0.0,0.005,0.017,0.0,0.0,599.964,14.275
4.23,-0.0,0.005,0.018,0.0,0.0,617.719,14.586
4.24,0.0,0.005,0.018,0.0,0.0,635.509,14.903
4.25,0.0,0.006,0.018,0.0,0.0,653.011,15.22
4.26,0.001,0.006,0.019,0.0,0.0,670.512,15.543
4.27,0.001,0.006,0.019,0.0,0.0,688.014,15.87
4.28,0.001,0.006,0.019,0.0,0.0,705.515,16.203
4.29,0.001,0.006,0.019,0.0,0.0,723.017,16.542
4.3,0.002,0.007,0.02,0.0,0.0,740.518,16.886
4.31,0.002,0.007,0.02,0.0,0.0,758.02,17.235
4.32,0.002,0.007,0.02,0.0,0.0,775.553,17.591
4.33,0.002,0.007,0.021,0.0,0.0,794.066,17.973
4.34,0.003,0.007,0.021,0.0,0.0,813.57,18.382
4.35,0.003,0.008,0.021,0.0,0.0,833.575,18.807
4.36,0.003,0.008,0.022,0.0,0.0,853.725,19.242
4.37,0.004,0.008,0.022,0.0,0.0,873.801,19.682
4.38,0.004,0.008,0.022,0.0,0.0,893.715,20.125
4.39,0.004,0.008,0.023,0.0,0.0,913.515,20.573
4.4,0.004,0.009,0.023,0.0,0.0,933.275,21.027
4.41,0.005,0.009,0.023,0.0,0.0,952.424,21.471
4.42,0.005,0.009,0.024,0.0,0.0,971.816,21.929
4.43,0.005,0.009,0.024,0.0,0.0,992.331,22.422
4.44,0.006,0.01,0.024,0.0,0.0,1014.443,22.96
4.45,0.006,0.01,0.025,0.0,0.0,1038.214,23.548
4.46,0.007,0.01,0.025,0.0,0.0,1063.301,24.176
4.47,0.007,0.01,0.026,0.0,0.0,1088.951,24.826
4.48,0.007,0.011,0.026,0.0,0.0,1114.221,25.476
4.49,0.008,0.011,0.026,0.0,0.0,1139.379,26.132
4.5,0.008,0.011,0.027,0.0,0.0,1164.537,26.797
4.51,0.008,0.011,0.027,0.0,0.0,1189.695,27.471
4.52,0.009,0.012,0.027,0.0,0.0,1214.853,28.153
4.53,0.009,0.012,0.028,0.0,0.0,1240.011,28.845
4.54,0.01,0.012,0.028,0.0,0.0,1265.169,29.546
4.55,0.01,0.013,0.028,0.0,0.0,1290.327,30.255
4.56,0.01,0.013,0.029,0.0,0.0,1315.931,30.986
4.57,0.011,0.013,0.029,0.0,0.0,1342.927,31.767
4.58,0.011,0.013,0.029,0.0,0.0,1370.763,32.582
4.59,0.012,0.014,0.03,0.0,0.0,1398.953,33.416
4.6,0.012,0.014,0.03,0.0,0.0,1427.162,34.261
4.61,0.012,0.014,0.03,0.0,0.0,1455.214,35.111
4.62,0.013,0.015,0.031,0.0,0.0,1483.087,35.965
4.63,0.013,0.015,0.031,0.0,0.0,1510.916,36.828
4.64,0.014,0.015,0.032,0.0,0.0,1538.405,37.689
4.65,0.014,0.016,0.032,0.0,0.0,1565.565,38.548
4.66,0.015,0.016,0.032,0.0,0.0,1593.48,39.442
4.67,0.015,0.016,0.033,0.0,0.0,1622.839,40.393
4.68,0.015,0.017,0.033,0.0,0.0,1653.909,41.41
4.69,0.016,0.017,0.033,0.0,0.0,1686.547,42.488
4.7,0.016,0.017,0.034,0.0,0.0,1720.19,43.609
4.71,0.017,0.018,0.034,0.0,0.0,1753.86,44.742
4.72,0.017,0.018,0.034,0.0,0.0,1787.161,45.873
4.73,0.018,0.018,0.034,0.0,0.0,1820.463,47.015
4.74,0.018,0.019,0.035,0.0,0.0,1853.764,48.168
4.75,0.019,0.019,0.035,0.0,0.0,1887.065,49.33
4.76,0.019,0.019,0.035,0.0,0.0,1920.367,50.503
4.77,0.019,0.02,0.036,0.0,0.0,1953.668,51.685
4.78,0.02,0.02,0.036,0.0,0.0,1986.969,52.878
4.79,0.02,0.02,0.036,0.0,0.0,2020.307,54.081
4.8,0.021,0.021,0.037,0.0,0.0,2054.651,55.33
4.81,0.021,0.021,0.037,0.0,0.0,2089.991,56.625
4.82,0.022,0.021,0.037,0.0,0.0,2125.831,57.948
4.83,0.022,0.022,0.037,0.0,0.0,2161.814,59.285
4.84,0.022,0.022,0.038,0.0,0.0,2197.719,60.628
4.85,0.023,0.023,0.038,0.0,0.0,2233.461,61.975
4.86,0.023,0.023,0.038,0.0,0.0,2269.088,63.326
4.87,0.024,0.023,0.038,0.0,0.0,2304.699,64.685
4.88,0.024,0.024,0.038,0.0,0.0,2339.884,66.035
4.89,0.025,0.024,0.039,0.0,0.0,2375.254,67.4
4.9,0.025,0.024,0.039,0.0,0.0,2411.434,68.805
4.91,0.025,0.025,0.039,0.0,0.0,2448.759,70.262
4.92,0.026,0.025,0.039,0.0,0.0,2487.269,71.773
4.93,0.026,0.026,0.04,0.0,0.0,2526.713,73.328
4.94,0.027,0.026,0.04,0.0,0.0,2566.551,74.906
4.95,0.027,0.026,0.04,0.0,0.0,2606.112,76.479
4.96,0.027,0.027,0.04,0.0,0.0,2645.597,78.056
4.97,0.028,0.027,0.04,0.0,0.0,2685.082,79.639
4.98,0.028,0.028,0.04,0.0,0.0,2724.567,81.228
4.99,0.029,0.028,0.04,0.0,0.0,2764.052,82.822
5.0,0.029,0.028,0.041,0.0,0.0,2803.537,84.422
5.01,0.029,0.029,0.041,0.0,0.0,2843.023,86.026
5.02,0.03,0.029,0.041,0.0,0.0,2882.508,87.635
5.03,0.03,0.03,0.041,0.0,0.0,2922.189,89.255
5.04,0.03,0.03,0.041,0.0,0.0,2962.456,90.904
5.05,0.031,0.031,0.041,0.0,0.0,3003.075,92.57
5.06,0.031,0.031,0.041,0.0,0.0,3043.84,94.244
5.07,0.031,0.031,0.041,0.0,0.0,3084.612,95.922
5.08,0.032,0.032,0.041,0.0,0.0,3125.317,97.599
5.09,0.032,0.032,0.041,0.0,0.0,3165.946,99.274
5.1,0.032,0.033,0.041,0.0,0.0,3206.559,100.95
5.11,0.033,0.033,0.041,0.0,0.0,3247.166,102.627
5.12,0.033,0.033,0.041,0.0,0.0,3287.742,104.303
5.13,0.033,0.034,0.041,0.0,0.0,3328.395,105.982
5.14,0.034,0.034,0.041,0.0,0.0,3369.193,107.666
5.15,0.034,0.035,0.041,0.0,0.0,3410.161,109.356
5.16,0.034,0.035,0.041,0.0,0.0,3451.284,111.052
5.17,0.035,0.035,0.041,0.0,0.0,3492.507,112.749
5.18,0.035,0.036,0.041,0.0,0.0,3533.73,114.445
5.19,0.035,0.036,0.041,0.0,0.0,3574.918,116.136
5.2,0.035,0.037,0.041,0.0,0.0,3616.105,117.824
5.21,0.036,0.037,0.041,0.0,0.0,3657.293,119.508
5.22,0.036,0.038,0.041,0.0,0.0,3698.481,121.188
5.23,0.036,0.038,0.041,0.0,0.0,3739.668,122.863
5.24,0.037,0.038,0.04,0.0,0.0,3780.856,124.534
5.25,0.037,0.039,0.04,0.0,0.0,3822.044,126.198
5.26,0.037,0.039,0.04,0.0,0.0,3863.219,127.857
5.27,0.037,0.04,0.04,0.0,0.0,3904.087,129.496
5.28,0.038,0.04,0.04,0.0,0.0,3944.658,131.117
5.29,0.038,0.04,0.04,0.0,0.0,3985.08,132.724
5.3,0.038,0.041,0.039,0.0,0.0,4025.46,134.323
5.31,0.038,0.041,0.039,0.0,0.0,4065.864,135.914
5.32,0.038,0.042,0.039,0.0,0.0,4106.318,137.498
5.33,0.039,0.042,0.039,0.0,0.0,4146.805,139.074
5.34,0.039,0.042,0.039,0.0,0.0,4187.346,140.643
5.35,0.039,0.043,0.038,0.0,0.0,4228.304,142.218
5.36,0.039,0.043,0.038,0.0,0.0,4269.08,143.775
5.37,0.039,0.043,0.038,0.0,0.0,4309.093,145.293
5.38,0.04,0.044,0.038,0.0,0.0,4348.037,146.76
5.39,0.04,0.044,0.037,0.0,0.0,4385.878,148.174
5.4,0.04,0.045,0.037,0.0,0.0,4422.853,149.544
5.41,0.04,0.045,0.037,0.0,0.0,4459.47,150.89
5.42,0.04,0.045,0.036,0.0,0.0,4496.351,152.233
5.43,0.041,0.046,0.036,0.0,0.0,4533.298,153.566
5.44,0.041,0.046,0.036,0.0,0.0,4570.244,154.887
5.45,0.041,0.046,0.035,0.0,0.0,4607.191,156.195
5.46,0.041,0.047,0.035,0.0,0.0,4644.138,157.489
5.47,0.041,0.047,0.034,0.0,0.0,4681.085,158.77
5.48,0.041,0.047,0.034,0.0,0.0,4718.032,160.036
5.49,0.042,0.048,0.034,0.0,0.0,4754.979,161.288
5.5,0.042,0.048,0.033,0.0,0.0,4791.446,162.509
5.51,0.042,0.048,0.033,0.0,0.0,4826.535,163.67
5.52,0.042,0.049,0.032,0.0,0.0,4860.805,164.788
5.53,0.042,0.049,0.032,0.0,0.0,4894.736,165.881
5.54,0.042,0.049,0.032,0.0,0.0,4928.655,166.958
5.55,0.043,0.05,0.031,0.0,0.0,4962.734,168.025
5.56,0.043,0.05,0.031,0.0,0.0,4996.988,169.083
5.57,0.043,0.05,0.03,0.0,0.0,5031.28,170.125
5.58,0.043,0.051,0.03,0.0,0.0,5066.094,171.166
5.59,0.043,0.051,0.029,0.0,0.0,5101.309,172.201
5.6,0.043,0.051,0.029,0.0,0.0,5135.474,173.19
5.61,0.043,0.051,0.028,0.0,0.0,5167.682,174.108
5.62,0.044,0.052,0.028,0.0,0.0,5197.587,174.945
5.63,0.044,0.052,0.027,0.0,0.0,5225.401,175.709
5.64,0.044,0.052,0.027,0.0,0.0,5251.895,176.421
5.65,0.044,0.053,0.026,0.0,0.0,5278.397,177.119
5.66,0.044,0.053,0.026,0.0,0.0,5305.373,177.816
5.67,0.044,0.053,0.025,0.0,0.0,5332.348,178.498
5.68,0.044,0.053,0.024,0.0,0.0,5359.324,179.165
5.69,0.045,0.054,0.024,0.0,0.0,5386.3,179.817
5.7,0.045,0.054,0.023,0.0,0.0,5413.275,180.454
5.71,0.045,0.054,0.023,0.0,0.0,5440.251,181.076
5.72,0.045,0.054,0.022,0.0,0.0,5467.227,181.682
5.73,0.045,0.054,0.022,0.0,0.0,5494.118,182.27
5.74,0.045,0.055,0.021,0.0,0.0,5519.156,182.804
5.75,0.045,0.055,0.02,0.0,0.0,5542.441,183.287
5.76,0.046,0.055,0.02,0.0,0.0,5564.851,183.737
5.77,0.046,0.055,0.019,0.0,0.0,5587.018,184.168
5.78,0.046,0.055,0.019,0.0,0.0,5609.334,184.589
5.79,0.046,0.056,0.018,0.0,0.0,5631.945,185.002
5.8,0.046,0.056,0.017,0.0,0.0,5654.752,185.406
5.81,0.046,0.056,0.017,0.0,0.0,5677.662,185.796
5.82,0.047,0.056,0.016,0.0,0.0,5701.685,186.187
5.83,0.047,0.056,0.015,0.0,0.0,5725.175,186.556
5.84,0.047,0.056,0.015,0.0,0.0,5746.556,186.881
5.85,0.047,0.057,0.014,0.0,0.0,5764.997,187.153
5.86,0.047,0.057,0.014,0.0,0.0,5780.414,187.37
5.87,0.047,0.057,0.013,0.0,0.0,5793.468,187.543
5.88,0.048,0.057,0.012,0.0,0.0,5805.569,187.693
5.89,0.048,0.057,0.012,0.0,0.0,5818.402,187.845
5.9,0.048,0.057,0.011,0.0,0.0,5831.407,187.992
5.91,0.048,0.057,0.01,0.0,0.0,5844.411,188.13
5.92,0.048,0.057,0.01,0.0,0.0,5857.416,188.26
5.93,0.049,0.058,0.009,0.0,0.0,5870.421,188.381
5.94,0.049,0.058,0.008,0.0,0.0,5883.425,188.493
5.95,0.049,0.058,0.008,0.0,0.0,5896.43,188.597
5.96,0.049,0.058,0.007,0.0,0.0,5909.434,188.693
5.97,0.049,0.058,0.006,0.0,0.0,5921.508,188.774
5.98,0.05,0.058,0.006,0.0,0.0,5931.012,188.832
5.99,0.05,0.058,0.005,0.0,0.0,5939.0,188.875
6.0,0.05,0.058,0.004,0.0,0.0,5946.367,188.908
6.01,0.05,0.058,0.004,0.0,0.0,5953.718,188.936
6.02,0.051,0.058,0.003,0.0,0.0,5961.369,188.96
6.03,0.051,0.058,0.002,0.0,0.0,5969.347,188.982
6.04,0.051,0.058,0.002,0.0,0.0,5977.389,188.999
6.05,0.051,0.058,0.001,0.0,0.0,5986.177,189.008
6.06,0.052,0.058,0.0,0.0,0.0,5995.513,189.01
6.07,0.052,0.058,-0.0,0.0,0.0,6003.3,189.01
6.08,0.052,0.058,-0.001,0.0,0.0,6008.235,189.011
6.09,0.052,0.058,-0.002,0.0,0.0,6009.827,189.013
6.1,0.053,0.058,-0.002,0.0,0.0,6008.396,189.017
6.11,0.053,0.058,-0.003,0.0,0.0,6005.073,189.025
6.12,0.053,0.058,-0.004,0.0,0.0,6001.792,189.034
6.13,0.053,0.058,-0.004,0.0,0.0,5999.183,189.045
6.14,0.054,0.058,-0.005,0.0,0.0,5996.575,189.057
6.15,0.054,0.058,-0.006,0.0,0.0,5993.966,189.071
6.16,0.054,0.058,-0.006,0.0,0.0,5991.357,189.087
6.17,0.055,0.058,-0.007,0.0,0.0,5988.748,189.104
6.18,0.055,0.058,-0.008,0.0,0.0,5986.139,189.124
6.19,0.055,0.058,-0.008,0.0,0.0,5983.53,189.144
6.2,0.055,0.058,-0.009,0.0,0.0,5980.806,189.168
6.21,0.056,0.057,-0.01,0.0,0.0,5975.826,189.216
6.22,0.056,0.057,-0.01,0.0,0.0,5968.755,189.288
6.23,0.056,0.057,-0.011,0.0,0.0,5960.644,189.374
6.24,0.057,0.057,-0.012,0.0,0.0,5952.251,189.467
6.25,0.057,0.057,-0.012,0.0,0.0,5944.041,189.564
6.26,0.057,0.057,-0.013,0.0,0.0,5936.186,189.663
6.27,0.057,0.057,-0.014,0.0,0.0,5928.563,189.765
6.28,0.058,0.057,-0.014,0.0,0.0,5921.044,189.869
6.29,0.058,0.056,-0.015,0.0,0.0,5914.679,189.958
6.3,0.058,0.056,-0.016,0.0,0.0,5907.726,190.062
6.31,0.059,0.056,-0.016,0.0,0.0,5898.54,190.209
6.32,0.059,0.056,-0.017,0.0,0.0,5886.261,190.415
6.33,0.059,0.056,-0.017,0.0,0.0,5870.814,190.682
6.34,0.06,0.056,-0.018,0.0,0.0,5852.904,191.0
6.35,0.06,0.055,-0.019,0.0,0.0,5834.02,191.344
6.36,0.06,0.055,-0.019,0.0,0.0,5815.916,191.687
6.37,0.06,0.055,-0.02,0.0,0.0,5797.981,192.038
6.38,0.061,0.055,-0.021,0.0,0.0,5780.045,192.401
6.39,0.061,0.055,-0.021,0.0,0.0,5762.11,192.775
6.4,0.061,0.054,-0.022,0.0,0.0,5744.175,193.159
6.41,0.062,0.054,-0.022,0.0,0.0,5726.24,193.555
6.42,0.062,0.054,-0.023,0.0,0.0,5708.304,193.962
6.43,0.062,0.054,-0.024,0.0,0.0,5690.369,194.379
6.44,0.062,0.054,-0.024,0.0,0.0,5671.521,194.831
6.45,0.063,0.053,-0.025,0.0,0.0,5650.249,195.353
6.46,0.063,0.053,-0.025,0.0,0.0,5627.56,195.923
6.47,0.063,0.053,-0.026,0.0,0.0,5604.294,196.52
6.48,0.063,0.053,-0.027,0.0,0.0,5581.02,197.131
6.49,0.064,0.052,-0.027,0.0,0.0,5558.031,197.748
6.5,0.064,0.052,-0.028,0.0,0.0,5535.35,198.373
6.51,0.064,0.052,-0.028,0.0,0.0,5512.724,199.009
6.52,0.064,0.051,-0.029,0.0,0.0,5490.776,199.636
6.53,0.065,0.051,-0.03,0.0,0.0,5469.289,200.263
6.54,0.065,0.051,-0.03,0.0,0.0,5446.397,200.947
6.55,0.065,0.051,-0.031,0.0,0.0,5420.95,201.725
6.56,0.065,0.05,-0.031,0.0,0.0,5392.52,202.611
6.57,0.065,0.05,-0.032,0.0,0.0,5361.403,203.597
6.58,0.066,0.05,-0.033,0.0,0.0,5328.62,204.653
6.59,0.066,0.049,-0.033,0.0,0.0,5295.901,205.725
6.6,0.066,0.049,-0.034,0.0,0.0,5263.767,206.798
6.61,0.066,0.049,-0.034,0.0,0.0,5231.634,207.89
6.62,0.066,0.048,-0.035,0.0,0.0,5199.5,209.001
6.63,0.066,0.048,-0.035,0.0,0.0,5167.367,210.131
6.64,0.066,0.047,-0.036,0.0,0.0,5135.233,211.28
6.65,0.067,0.047,-0.037,0.0,0.0,5103.1,212.448
6.66,0.067,0.047,-0.037,0.0,0.0,5070.966,213.634
6.67,0.067,0.046,-0.038,0.0,0.0,5038.72,214.844
6.68,0.067,0.046,-0.038,0.0,0.0,5004.458,216.15
6.69,0.067,0.046,-0.039,0.0,0.0,4968.366,217.547
6.7,0.067,0.045,-0.04,0.0,0.0,4931.367,219.0
6.71,0.067,0.045,-0.04,0.0,0.0,4894.128,220.484
6.72,0.067,0.044,-0.041,0.0,0.0,4857.054,221.983
6.73,0.067,0.044,-0.041,0.0,0.0,4820.293,223.492
6.74,0.067,0.044,-0.042,0.0,0.0,4783.735,225.016
6.75,0.067,0.043,-0.043,0.0,0.0,4747.288,226.555
6.76,0.067,0.043,-0.043,0.0,0.0,4711.905,228.068
6.77,0.067,0.042,-0.044,0.0,0.0,4675.95,229.629
6.78,0.067,0.042,-0.044,0.0,0.0,4637.916,231.306
6.79,0.067,0.041,-0.045,0.0,0.0,4597.02,233.136
6.8,0.067,0.041,-0.046,0.0,0.0,4553.2,235.123
6.81,0.067,0.041,-0.046,0.0,0.0,4507.12,237.236
6.82,0.066,0.04,-0.047,0.0,0.0,4460.167,239.417
6.83,0.066,0.04,-0.047,0.0,0.0,4413.943,241.594
6.84,0.066,0.039,-0.048,0.0,0.0,4367.865,243.793
6.85,0.066,0.039,-0.049,0.0,0.0,4321.787,246.02
6.86,0.066,0.038,-0.049,0.0,0.0,4275.71,248.276
6.87,0.065,0.038,-0.05,0.0,0.0,4229.632,250.561
6.88,0.065,0.037,-0.051,0.0,0.0,4183.554,252.875
6.89,0.065,0.037,-0.051,0.0,0.0,4137.476,255.217
6.9,0.065,0.036,-0.052,0.0,0.0,4091.398,257.589
6.91,0.064,0.036,-0.052,0.0,0.0,4044.37,260.041
6.92,0.064,0.035,-0.053,0.0,0.0,3994.914,262.651
6.93,0.064,0.035,-0.054,0.0,0.0,3944.05,265.367
6.94,0.063,0.034,-0.054,0.0,0.0,3892.617,268.146
6.95,0.063,0.033,-0.055,0.0,0.0,3841.182,270.958
6.96,0.063,0.033,-0.056,0.0,0.0,3790.036,273.788
6.97,0.062,0.032,-0.056,0.0,0.0,3739.197,276.635
6.98,0.062,0.032,-0.057,0.0,0.0,3688.408,279.513
6.99,0.061,0.031,-0.058,0.0,0.0,3638.405,282.377
7.0,0.061,0.031,-0.058,0.0,0.0,3588.877,285.245
7.01,0.06,0.03,-0.059,0.0,0.0,3537.779,288.243
7.02,0.06,0.029,-0.06,0.0,0.0,3483.856,291.445
7.03,0.059,0.029,-0.06,0.0,0.0,3426.65,294.882
7.04,0.059,0.028,-0.061,0.0,0.0,3366.499,298.533
7.05,0.058,0.028,-0.062,0.0,0.0,3304.535,302.333
7.06,0.057,0.027,-0.062,0.0,0.0,3242.674,306.169
7.07,0.057,0.026,-0.063,0.0,0.0,3181.44,310.01
7.08,0.056,0.026,-0.064,0.0,0.0,3120.207,313.893
7.09,0.056,0.025,-0.064,0.0,0.0,3058.974,317.818
7.1,0.055,0.024,-0.065,0.0,0.0,2997.74,321.785
7.11,0.054,0.024,-0.066,0.0,0.0,2936.507,325.795
7.12,0.053,0.023,-0.067,0.0,0.0,2875.273,329.848
7.13,0.053,0.022,-0.067,0.0,0.0,2814.04,333.943
7.14,0.052,0.022,-0.068,0.0,0.0,2752.658,338.092
7.15,0.051,0.021,-0.069,0.0,0.0,2688.879,342.449
7.16,0.05,0.02,-0.069,0.0,0.0,2622.963,346.998
7.17,0.049,0.02,-0.07,0.0,0.0,2555.994,351.666
7.18,0.048,0.019,-0.071,0.0,0.0,2488.75,356.399
7.19,0.048,0.018,-0.071,0.0,0.0,2421.706,361.166
7.2,0.047,0.018,-0.072,0.0,0.0,2355.032,365.955
7.21,0.046,0.017,-0.073,0.0,0.0,2288.591,370.776
7.22,0.045,0.016,-0.074,0.0,0.0,2222.297,375.633
7.23,0.044,0.015,-0.074,0.0,0.0,2157.264,380.439
7.24,0.043,0.015,-0.075,0.0,0.0,2091.518,385.348
7.25,0.042,0.014,-0.076,0.0,0.0,2023.276,390.496
7.26,0.041,0.013,-0.076,0.0,0.0,1951.616,395.956
7.27,0.04,0.012,-0.077,0.0,0.0,1876.48,401.733
7.28,0.038,0.012,-0.078,0.0,0.0,1798.671,407.768
7.29,0.037,0.011,-0.079,0.0,0.0,1719.851,413.934
7.3,0.036,0.01,-0.079,0.0,0.0,1641.91,420.089
7.31,0.035,0.009,-0.08,0.0,0.0,1564.132,426.288
7.32,0.034,0.008,-0.081,0.0,0.0,1486.354,432.542
7.33,0.033,0.008,-0.081,0.0,0.0,1408.575,438.852
7.34,0.032,0.007,-0.082,0.0,0.0,1330.797,445.216
7.35,0.03,0.006,-0.083,0.0,0.0,1253.019,451.636
7.36,0.029,0.005,-0.084,0.0,0.0,1175.241,458.111
7.37,0.028,0.004,-0.084,0.0,0.0,1097.462,464.641
7.38,0.026,0.003,-0.085,0.0,0.0,1018.557,471.322
7.39,0.025,0.003,-0.086,0.0,0.0,936.88,478.295
7.4,0.024,0.002,-0.086,0.0,0.0,853.607,485.461
7.41,0.023,0.001,-0.087,0.0,0.0,769.695,492.739
7.42,0.021,-0.0,-0.088,0.0,0.0,685.787,500.075
7.43,0.02,-0.001,-0.088,0.0,0.0,602.214,507.439
7.44,0.018,-0.002,-0.089,0.0,0.0,518.989,514.832
7.45,0.017,-0.003,-0.09,0.0,0.0,435.814,522.276
7.46,0.016,-0.004,-0.091,0.0,0.0,353.465,529.699
7.47,0.014,-0.005,-0.091,0.0,0.0,271.574,537.136
7.48,0.013,-0.005,-0.092,0.0,0.0,188.029,544.782
7.49,0.011,-0.006,-0.093,0.0,0.0,101.544,552.758
7.5,0.01,-0.007,-0.093,0.0,0.0,11.654,561.107
7.51,0.008,-0.008,-0.094,0.0,0.0,-81.279,569.797
7.52,0.007,-0.009,-0.094,0.0,0.0,-176.067,578.719
7.53,0.005,-0.01,-0.095,0.0,0.0,-270.718,587.689
7.54,0.004,-0.011,-0.096,0.0,0.0,-364.734,596.659
7.55,0.002,-0.012,-0.096,0.0,0.0,-458.75,605.69
7.56,0.001,-0.013,-0.097,0.0,0.0,-552.767,614.779
7.57,-0.001,-0.014,-0.098,0.0,0.0,-646.783,623.926
7.58,-0.003,-0.015,-0.098,0.0,0.0,-740.799,633.13
7.59,-0.004,-0.016,-0.099,0.0,0.0,-834.815,642.391
7.6,-0.006,-0.017,-0.099,0.0,0.0,-928.831,651.709
7.61,-0.007,-0.018,-0.1,0.0,0.0,-1022.995,661.097
7.62,-0.009,-0.019,-0.101,0.0,0.0,-1119.342,670.759
7.63,-0.011,-0.02,-0.101,0.0,0.0,-1217.598,680.669
7.64,-0.012,-0.021,-0.102,0.0,0.0,-1316.791,690.728
7.65,-0.014,-0.022,-0.102,0.0,0.0,-1416.222,700.866
7.66,-0.016,-0.023,-0.103,0.0,0.0,-1515.469,711.04
7.67,-0.017,-0.024,-0.103,0.0,0.0,-1614.384,721.235
7.68,-0.019,-0.025,-0.104,0.0,0.0,-1713.091,731.461
7.69,-0.021,-0.026,-0.104,0.0,0.0,-1811.701,741.728
7.7,-0.022,-0.027,-0.105,0.0,0.0,-1909.386,751.946
7.71,-0.024,-0.028,-0.105,0.0,0.0,-2007.627,762.274
7.72,-0.026,-0.029,-0.106,0.0,0.0,-2107.744,772.851
7.73,-0.027,-0.03,-0.106,0.0,0.0,-2210.416,783.749
7.74,-0.029,-0.031,-0.107,0.0,0.0,-2315.676,794.97
7.75,-0.031,-0.032,-0.107,0.0,0.0,-2422.917,806.451
7.76,-0.032,-0.034,-0.108,0.0,0.0,-2530.888,818.058
7.77,-0.034,-0.035,-0.108,0.0,0.0,-2638.197,829.642
7.78,-0.036,-0.036,-0.109,0.0,0.0,-2745.393,841.261
7.79,-0.037,-0.037,-0.109,0.0,0.0,-2852.589,852.925
7.8,-0.039,-0.038,-0.109,0.0,0.0,-2959.785,864.633
7.81,-0.041,-0.039,-0.11,0.0,0.0,-3066.981,876.384
7.82,-0.042,-0.04,-0.11,0.0,0.0,-3174.177,888.177
7.83,-0.044,-0.041,-0.111,0.0,0.0,-3281.373,900.011
7.84,-0.046,-0.042,-0.111,0.0,0.0,-3388.569,911.884
7.85,-0.048,-0.043,-0.111,0.0,0.0,-3496.445,923.871
7.86,-0.049,-0.044,-0.112,0.0,0.0,-3605.934,936.075
7.87,-0.051,-0.046,-0.112,0.0,0.0,-3716.344,948.418
7.88,-0.053,-0.047,-0.112,0.0,0.0,-3827.119,960.836
7.89,-0.054,-0.048,-0.113,0.0,0.0,-3937.888,973.288
7.9,-0.056,-0.049,-0.113,0.0,0.0,-4048.46,985.751
7.91,-0.058,-0.05,-0.113,0.0,0.0,-4158.831,998.223
7.92,-0.059,-0.051,-0.113,0.0,0.0,-4269.176,1010.722
7.93,-0.061,-0.052,-0.114,0.0,0.0,-4379.206,1023.212
7.94,-0.062,-0.054,-0.114,0.0,0.0,-4489.065,1035.711
7.95,-0.064,-0.055,-0.114,0.0,0.0,-4599.604,1048.312
7.96,-0.066,-0.056,-0.114,0.0,0.0,-4711.341,1061.075
7.97,-0.067,-0.057,-0.115,0.0,0.0,-4824.458,1074.02
7.98,-0.069,-0.058,-0.115,0.0,0.0,-4938.804,1087.126
7.99,-0.07,-0.059,-0.115,0.0,0.0,-5053.893,1100.338
8.0,-0.072,-0.06,-0.115,0.0,0.0,-5168.915,1113.562
8.01,-0.074,-0.062,-0.115,0.0,0.0,-5283.685,1126.774
8.02,-0.075,-0.063,-0.115,0.0,0.0,-5398.455,1140.002
8.03,-0.077,-0.064,-0.115,0.0,0.0,-5513.225,1153.245
8.04,-0.078,-0.065,-0.116,0.0,0.0,-5627.995,1166.502
8.05,-0.08,-0.066,-0.116,0.0,0.0,-5742.766,1179.769
8.06,-0.081,-0.067,-0.116,0.0,0.0,-5857.536,1193.046
8.07,-0.083,-0.068,-0.116,0.0,0.0,-5972.306,1206.332
8.08,-0.084,-0.07,-0.116,0.0,0.0,-6087.109,1219.629
8.09,-0.086,-0.071,-0.116,0.0,0.0,-6202.351,1232.981
8.1,-0.087,-0.072,-0.116,0.0,0.0,-6317.97,1246.381
8.11,-0.089,-0.073,-0.116,0.0,0.0,-6433.774,1259.805
8.12,-0.09,-0.074,-0.116,0.0,0.0,-6549.623,1273.235
8.13,-0.091,-0.075,-0.116,0.0,0.0,-6665.436,1286.659
8.14,-0.093,-0.077,-0.116,0.0,0.0,-6781.181,1300.074
8.15,-0.094,-0.078,-0.116,0.0,0.0,-6896.886,1313.48
8.16,-0.096,-0.079,-0.116,0.0,0.0,-7012.632,1326.885
8.17,-0.097,-0.08,-0.116,0.0,0.0,-7128.448,1340.291
8.18,-0.098,-0.081,-0.116,0.0,0.0,-7244.229,1353.685
8.19,-0.1,-0.082,-0.116,0.0,0.0,-7359.893,1367.055
8.2,-0.101,-0.084,-0.115,0.0,0.0,-7475.401,1380.396
