Nb de periode :    32
 0.1000
  0.131795E+06 -0.912316E-02  0.419259E+05
 -0.110739E-01  0.108061E+06 -0.498295E-02
  0.420363E+05  0.146583E-02  0.525421E+05
 0.2000
  0.133920E+06 -0.724740E-02  0.427374E+05
 -0.521064E-02  0.108258E+06 -0.120401E-02
  0.427794E+05 -0.263646E-02  0.528827E+05
 0.3000
  0.135674E+06  0.443955E-03  0.429345E+05
 -0.329812E-03  0.108482E+06 -0.856717E-03
  0.429701E+05  0.540912E-02  0.529680E+05
 0.4000
  0.138210E+06 -0.599623E-03  0.433325E+05
 -0.268579E-02  0.108758E+06 -0.404358E-02
  0.433709E+05 -0.879318E-03  0.530724E+05
 0.5000
  0.141942E+06  0.187576E-02  0.439002E+05
  0.156994E-01  0.109057E+06  0.343513E-02
  0.439382E+05  0.599647E-02  0.532320E+05
 0.6000
  0.147155E+06  0.864764E-02  0.446681E+05
  0.223450E-01  0.109752E+06  0.769297E-03
  0.447002E+05 -0.255724E-02  0.534816E+05
 0.7000
  0.154123E+06 -0.334953E-01  0.457125E+05
 -0.546949E-01  0.111470E+06 -0.487736E-02
  0.457070E+05  0.152332E-02  0.537276E+05
 0.8000
  0.163104E+06 -0.292925E-01  0.469508E+05
 -0.170919E-01  0.114125E+06 -0.337005E-02
  0.469846E+05 -0.201018E-01  0.540357E+05
 0.9000
  0.174507E+06  0.446373E-02  0.481745E+05
  0.177632E-01  0.118252E+06  0.917541E-02
  0.481733E+05  0.103668E-01  0.542448E+05
 1.0000
  0.187668E+06 -0.189021E-01  0.491079E+05
 -0.248828E-01  0.123613E+06 -0.129223E-01
  0.491578E+05 -0.800538E-02  0.543241E+05
 1.1000
  0.201637E+06 -0.882311E-02  0.490816E+05
  0.120202E-01  0.129956E+06 -0.442158E-03
  0.490737E+05 -0.184016E-03  0.540283E+05
 1.2000
  0.212715E+06 -0.191994E-01  0.470324E+05
  0.825882E-02  0.135661E+06 -0.733852E-02
  0.470698E+05 -0.193081E-01  0.533062E+05
 1.3000
  0.212578E+06 -0.696797E-02  0.417397E+05
 -0.628838E-02  0.139944E+06 -0.499285E-02
  0.417906E+05  0.364414E-03  0.520575E+05
 1.4000
  0.189529E+06  0.150781E-01  0.324158E+05
  0.308926E-01  0.140675E+06  0.333241E-02
  0.324286E+05  0.633223E-02  0.505203E+05
 1.5000
  0.135692E+06 -0.232943E-02  0.209845E+05
  0.385221E-02  0.136535E+06 -0.856654E-02
  0.210113E+05 -0.184903E-01  0.496814E+05
 1.6000
  0.650105E+05  0.410140E-02  0.133240E+05
 -0.252604E-02  0.127378E+06 -0.483274E-02
  0.133516E+05 -0.820264E-02  0.501315E+05
 1.7000
  0.745858E+04  0.157148E-01  0.130099E+05
  0.510749E-01  0.114670E+06 -0.397177E-02
  0.130365E+05 -0.398762E-02  0.516515E+05
 1.8000
 -0.221914E+05 -0.633147E-02  0.180913E+05
 -0.169547E-01  0.100374E+06 -0.922097E-02
  0.181169E+05 -0.234962E-02  0.529891E+05
 1.9000
 -0.297129E+05 -0.312002E-02  0.248308E+05
 -0.286855E-02  0.864025E+05 -0.498521E-02
  0.248575E+05 -0.412439E-02  0.536653E+05
 2.0000
 -0.251404E+05  0.305420E-02  0.309693E+05
 -0.199080E-02  0.740883E+05 -0.266266E-02
  0.309799E+05  0.161505E-02  0.536349E+05
 2.1000
 -0.155597E+05 -0.644718E-02  0.356809E+05
 -0.288595E-01  0.640766E+05 -0.613803E-02
  0.357011E+05 -0.212987E-03  0.530330E+05
 2.2000
 -0.465985E+04 -0.186183E-02  0.390664E+05
 -0.104124E-01  0.564711E+05 -0.513077E-02
  0.390918E+05  0.671907E-05  0.522057E+05
 2.3000
  0.586233E+04 -0.853279E-02  0.412801E+05
 -0.100733E-01  0.511268E+05 -0.922493E-02
  0.413027E+05 -0.721081E-02  0.512628E+05
 2.4000
  0.153099E+05 -0.723372E-02  0.424970E+05
 -0.117970E-01  0.477609E+05 -0.411510E-02
  0.425243E+05  0.278552E-03  0.503525E+05
 2.5000
  0.234623E+05  0.479298E-02  0.430294E+05
 -0.667343E-02  0.459694E+05 -0.153961E-02
  0.430719E+05  0.182667E-02  0.495571E+05
 2.6000
  0.302966E+05 -0.409346E-03  0.430843E+05
 -0.815061E-02  0.454130E+05 -0.520853E-03
  0.431562E+05  0.290082E-02  0.488696E+05
 2.7000
  0.359092E+05  0.867402E-03  0.427971E+05
 -0.820902E-02  0.457508E+05 -0.655280E-02
  0.429002E+05 -0.790826E-02  0.483836E+05
 2.8000
  0.404785E+05  0.558904E-02  0.423209E+05
 -0.159662E-01  0.464816E+05 -0.380652E-02
  0.424488E+05 -0.717759E-02  0.481127E+05
 2.9000
  0.441712E+05  0.107720E-01  0.417522E+05
  0.975609E-02  0.448651E+05  0.734658E-02
  0.419212E+05  0.101262E-01  0.479521E+05
 3.0000
  0.471539E+05 -0.349736E-01  0.411774E+05
  0.318511E-01  0.524094E+05  0.388209E-02
  0.413840E+05 -0.205167E-02  0.479211E+05
 3.1000
  0.495758E+05 -0.411464E-04  0.406783E+05
  0.204548E-01  0.534776E+05 -0.589432E-02
  0.408990E+05 -0.344430E-02  0.480216E+05
 3.2000
  0.515828E+05  0.358880E-02  0.402688E+05
  0.885963E-02  0.551990E+05 -0.244260E-02
  0.405016E+05 -0.459284E-02  0.481956E+05
