Radiation force,&omega;=0.1 rad/m,&omega;=2.31 rad/m,&omega;=4.52 rad/m,&omega;=6.73 rad/m,&omega;=8.94 rad/m,&omega;=11.16 rad/m,&omega;=13.37 rad/m,&omega;=15.58 rad/m,&omega;=17.79 rad/m,&omega;=20.0 rad/m
-0.15,0.0,0.0,2.0,16.0,41.0,50.0,35.0,20.0,12.0,7.0
-0.11249999999999999,0.0,9973.0,264211.0,1767576.0,6636260.0,18063271.0,40003897.0,60312940.0,79910673.0,94792777.0
-0.075,0.0,88806.0,2342346.0,15647990.0,58754966.0,112413909.0,166925929.0,201585841.0,200667214.0,162216473.0
-0.037500000000000006,0.0,435588.0,11462741.0,76512234.0,287212452.0,549527409.0,816125466.0,985579178.0,981088211.0,793097642.0
0.0,0.0,849055.0,22327629.0,148993730.0,352149507.0,555184541.0,630203356.0,509856356.0,259858060.0,51285600.0
0.037500000000000006,0.0,1764668.0,46370310.0,309338037.0,731019783.0,1152397739.0,1308082416.0,1058296640.0,539383498.0,106452933.0
0.07499999999999998,0.0,2495859.0,65557784.0,437266638.0,1033247118.0,1628734553.0,1848710613.0,1495730311.0,762337959.0,150455811.0
0.11250000000000002,1.0,3666215.0,96255537.0,641903399.0,1516659948.0,2390549416.0,2713204700.0,2195081620.0,1118798592.0,220807295.0
0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
