 
      1   2940    735      1
    1  0.1496793E+00  0.4799927E-02 -0.4998151E-02  0.9989308E+00  0.3203398E-01 -0.3333461E-01  0.9610126E-04
    1  0.1490642E+00  0.1438006E-01 -0.4998135E-02  0.9948257E+00  0.9597167E-01 -0.3333585E-01  0.9610126E-04
    1  0.1478366E+00  0.2390109E-01 -0.4998146E-02  0.9866334E+00  0.1595089E+00 -0.3333928E-01  0.9610104E-04
    1  0.1460015E+00  0.3332389E-01 -0.4998139E-02  0.9743850E+00  0.2224015E+00 -0.3333863E-01  0.9610112E-04
    1  0.1435665E+00  0.4260977E-01 -0.4998153E-02  0.9581373E+00  0.2843617E+00 -0.3333571E-01  0.9610104E-04
    1  0.1405415E+00  0.5172054E-01 -0.4998142E-02  0.9379451E+00  0.3451782E+00 -0.3333302E-01  0.9610107E-04
    1  0.1369390E+00  0.6061883E-01 -0.4998139E-02  0.9139060E+00  0.4045551E+00 -0.3333130E-01  0.9610179E-04
    1  0.1327738E+00  0.6926800E-01 -0.4998153E-02  0.8861046E+00  0.4622850E+00 -0.3333288E-01  0.9610093E-04
    1  0.1280629E+00  0.7763250E-01 -0.4998143E-02  0.8546672E+00  0.5181051E+00 -0.3333462E-01  0.9610118E-04
    1  0.1228259E+00  0.8567803E-01 -0.4998138E-02  0.8197175E+00  0.5717973E+00 -0.3333322E-01  0.9610134E-04
    1  0.1170841E+00  0.9337150E-01 -0.4998141E-02  0.7813978E+00  0.6231422E+00 -0.3333654E-01  0.9610089E-04
    1  0.1108612E+00  0.1006812E+00 -0.4998146E-02  0.7398662E+00  0.6719275E+00 -0.3333869E-01  0.9610117E-04
    1  0.1041828E+00  0.1075773E+00 -0.4998147E-02  0.6952966E+00  0.7179496E+00 -0.3333291E-01  0.9610144E-04
    1  0.9707624E-01  0.1140313E+00 -0.4998148E-02  0.6478667E+00  0.7610240E+00 -0.3333338E-01  0.9610075E-04
    1  0.8957080E-01  0.1200166E+00 -0.4998140E-02  0.5977768E+00  0.8009692E+00 -0.3333564E-01  0.9610107E-04
    1  0.8169727E-01  0.1255089E+00 -0.4998145E-02  0.5452323E+00  0.8376219E+00 -0.3333621E-01  0.9610126E-04
    1  0.7348801E-01  0.1304854E+00 -0.4998140E-02  0.4904451E+00  0.8708342E+00 -0.3333678E-01  0.9610152E-04
    1  0.6497678E-01  0.1349257E+00 -0.4998149E-02  0.4336420E+00  0.9004682E+00 -0.3333768E-01  0.9610111E-04
    1  0.5619857E-01  0.1388116E+00 -0.4998147E-02  0.3750632E+00  0.9263995E+00 -0.3333997E-01  0.9610107E-04
    1  0.4718942E-01  0.1421270E+00 -0.4998138E-02  0.3149329E+00  0.9485283E+00 -0.3333587E-01  0.9610150E-04
    1  0.3798634E-01  0.1448584E+00 -0.4998141E-02  0.2535092E+00  0.9667584E+00 -0.3333633E-01  0.9610107E-04
    1  0.2862719E-01  0.1469946E+00 -0.4998153E-02  0.1910536E+00  0.9810132E+00 -0.3334152E-01  0.9610115E-04
    1  0.1915041E-01  0.1485267E+00 -0.4998146E-02  0.1278083E+00  0.9912384E+00 -0.3334018E-01  0.9610100E-04
    1  0.9594880E-02  0.1494485E+00 -0.4998148E-02  0.6403230E-01  0.9973910E+00 -0.3333459E-01  0.9610123E-04
    1  0.0000000E+00  0.1497562E+00 -0.4998143E-02  0.0000000E+00  0.9994444E+00 -0.3333176E-01  0.9610040E-04
    1 -0.9594904E-02  0.1494486E+00 -0.4998140E-02 -0.6403197E-01  0.9973909E+00 -0.3333491E-01  0.9610173E-04
    1 -0.1915041E-01  0.1485267E+00 -0.4998146E-02 -0.1278083E+00  0.9912384E+00 -0.3334018E-01  0.9610101E-04
    1 -0.2862719E-01  0.1469946E+00 -0.4998153E-02 -0.1910535E+00  0.9810132E+00 -0.3334152E-01  0.9610115E-04
    1 -0.3798634E-01  0.1448584E+00 -0.4998141E-02 -0.2535092E+00  0.9667584E+00 -0.3333633E-01  0.9610106E-04
    1 -0.4718942E-01  0.1421271E+00 -0.4998138E-02 -0.3149329E+00  0.9485283E+00 -0.3333587E-01  0.9610150E-04
    1 -0.5619857E-01  0.1388116E+00 -0.4998147E-02 -0.3750632E+00  0.9263995E+00 -0.3333997E-01  0.9610107E-04
    1 -0.6497678E-01  0.1349257E+00 -0.4998148E-02 -0.4336421E+00  0.9004682E+00 -0.3333768E-01  0.9610111E-04
    1 -0.7348801E-01  0.1304854E+00 -0.4998140E-02 -0.4904451E+00  0.8708342E+00 -0.3333678E-01  0.9610152E-04
    1 -0.8169726E-01  0.1255089E+00 -0.4998145E-02 -0.5452323E+00  0.8376219E+00 -0.3333621E-01  0.9610126E-04
    1 -0.8957079E-01  0.1200166E+00 -0.4998140E-02 -0.5977768E+00  0.8009692E+00 -0.3333564E-01  0.9610107E-04
    1 -0.9707623E-01  0.1140313E+00 -0.4998147E-02 -0.6478667E+00  0.7610240E+00 -0.3333338E-01  0.9610075E-04
    1 -0.1041828E+00  0.1075773E+00 -0.4998147E-02 -0.6952966E+00  0.7179496E+00 -0.3333291E-01  0.9610144E-04
