time,wave [m],stroke [m],stroke speed [m/s],angle [deg],angular_speed [deg/s],F_PTO [N],Energy [J]
21.22,0.564,0.088,0.405,-0.511,0.504,-1362.685,183144.422
21.23,0.573,0.092,0.403,-0.506,0.517,-935.925,183268.268
21.24,0.582,0.096,0.401,-0.5,0.531,-509.019,183391.269
21.25,0.591,0.1,0.398,-0.495,0.545,-77.329,183515.18
21.26,0.599,0.104,0.396,-0.489,0.558,354.471,183638.166
21.27,0.608,0.108,0.394,-0.484,0.571,779.2,183757.453
21.28,0.616,0.112,0.392,-0.478,0.584,1192.591,183871.414
21.29,0.623,0.116,0.39,-0.472,0.597,1593.293,183979.569
21.3,0.631,0.12,0.388,-0.466,0.61,1982.866,184082.587
21.31,0.638,0.124,0.386,-0.46,0.623,2365.786,184182.285
21.32,0.645,0.128,0.385,-0.454,0.635,2749.369,184281.596
21.33,0.652,0.132,0.383,-0.447,0.647,3135.367,184381.18
21.34,0.658,0.135,0.381,-0.441,0.659,3521.364,184480.027
21.35,0.664,0.139,0.379,-0.434,0.671,3907.361,184578.115
21.36,0.67,0.143,0.377,-0.427,0.682,4293.357,184675.42
21.37,0.676,0.147,0.375,-0.42,0.694,4679.353,184771.916
21.38,0.682,0.15,0.372,-0.413,0.705,5065.348,184867.576
21.39,0.687,0.154,0.37,-0.406,0.716,5451.343,184962.37
21.4,0.692,0.158,0.368,-0.399,0.727,5837.337,185056.266
21.41,0.696,0.162,0.365,-0.392,0.737,6223.33,185149.237
21.42,0.701,0.165,0.363,-0.384,0.747,6609.323,185241.264
21.43,0.705,0.169,0.36,-0.377,0.757,6995.315,185332.322
21.44,0.708,0.172,0.358,-0.369,0.767,7381.306,185422.386
21.45,0.712,0.176,0.355,-0.361,0.776,7767.296,185511.426
21.46,0.715,0.179,0.352,-0.354,0.786,8153.285,185599.41
21.47,0.718,0.183,0.349,-0.346,0.795,8539.274,185686.303
21.48,0.721,0.186,0.346,-0.338,0.803,8925.237,185772.057
21.49,0.723,0.19,0.344,-0.33,0.812,9296.45,185851.645
21.5,0.726,0.193,0.341,-0.321,0.82,9647.804,185923.437
21.51,0.728,0.197,0.339,-0.313,0.828,9988.426,185990.654
21.52,0.729,0.2,0.336,-0.305,0.836,10325.126,186055.685
21.53,0.73,0.203,0.334,-0.297,0.843,10662.399,186120.085
21.54,0.732,0.207,0.331,-0.288,0.85,11002.422,186184.582
21.55,0.732,0.21,0.328,-0.28,0.857,11345.054,186249.067
21.56,0.733,0.213,0.325,-0.271,0.864,11687.84,186312.606
21.57,0.733,0.217,0.322,-0.262,0.87,12029.297,186374.627
21.58,0.733,0.22,0.319,-0.254,0.876,12370.753,186435.587
21.59,0.733,0.223,0.316,-0.245,0.882,12712.208,186495.448
21.6,0.732,0.226,0.312,-0.236,0.888,13053.661,186554.172
21.61,0.732,0.229,0.309,-0.227,0.893,13395.114,186611.716
21.62,0.73,0.232,0.305,-0.218,0.898,13736.565,186668.038
21.63,0.729,0.235,0.301,-0.209,0.903,14078.015,186723.091
21.64,0.728,0.238,0.297,-0.2,0.907,14419.463,186776.827
21.65,0.726,0.241,0.293,-0.191,0.912,14767.623,186831.025
21.66,0.724,0.244,0.289,-0.182,0.916,15119.18,186884.718
21.67,0.721,0.247,0.285,-0.173,0.919,15460.351,186934.111
21.68,0.719,0.25,0.281,-0.163,0.923,15782.511,186976.862
21.69,0.716,0.253,0.277,-0.154,0.926,16082.205,187012.085
21.7,0.713,0.255,0.273,-0.145,0.929,16361.154,187040.357
21.71,0.709,0.258,0.27,-0.136,0.931,16626.254,187063.709
21.72,0.706,0.261,0.266,-0.126,0.934,16889.572,187085.635
21.73,0.702,0.263,0.263,-0.117,0.936,17158.575,187108.238
21.74,0.698,0.266,0.259,-0.107,0.937,17427.632,187129.826
21.75,0.693,0.269,0.255,-0.098,0.939,17696.687,187150.346
21.76,0.689,0.271,0.251,-0.089,0.94,17965.74,187169.762
21.77,0.684,0.274,0.246,-0.079,0.941,18234.792,187188.035
21.78,0.679,0.276,0.242,-0.07,0.942,18503.842,187205.125
21.79,0.674,0.278,0.237,-0.06,0.943,18772.889,187220.99
21.8,0.668,0.281,0.232,-0.051,0.943,19041.935,187235.585
21.81,0.663,0.283,0.227,-0.042,0.943,19310.978,187248.87
21.82,0.657,0.285,0.222,-0.032,0.943,19580.018,187260.808
21.83,0.651,0.288,0.217,-0.023,0.943,19849.056,187271.368
21.84,0.644,0.29,0.212,-0.013,0.942,20118.09,187280.513
21.85,0.638,0.292,0.206,-0.004,0.942,20387.122,187288.21
21.86,0.631,0.294,0.201,0.006,0.941,20656.149,187294.422
21.87,0.625,0.296,0.195,0.015,0.94,20925.173,187299.111
21.88,0.617,0.298,0.189,0.024,0.938,21194.193,187302.24
21.89,0.61,0.3,0.184,0.034,0.937,21443.195,187300.218
21.9,0.603,0.301,0.179,0.043,0.935,21648.386,187288.998
21.91,0.595,0.303,0.174,0.052,0.934,21828.385,187272.169
21.92,0.588,0.305,0.17,0.062,0.932,21997.986,187252.566
21.93,0.58,0.307,0.165,0.071,0.929,22167.276,187232.109
21.94,0.572,0.308,0.161,0.08,0.927,22341.634,187211.805
21.95,0.564,0.31,0.156,0.09,0.925,22521.732,187191.748
21.96,0.555,0.311,0.15,0.099,0.922,22703.534,187171.115
21.97,0.547,0.313,0.145,0.108,0.919,22882.235,187148.952
21.98,0.538,0.314,0.14,0.117,0.917,23060.76,187125.833
21.99,0.529,0.316,0.135,0.126,0.914,23239.279,187101.778
22.0,0.52,0.317,0.129,0.135,0.911,23417.794,187076.774
22.01,0.511,0.318,0.124,0.145,0.907,23596.303,187050.806
22.02,0.502,0.319,0.119,0.154,0.904,23774.805,187023.859
22.03,0.493,0.321,0.113,0.163,0.901,23953.301,186995.918
22.04,0.484,0.322,0.107,0.172,0.897,24131.788,186966.965
22.05,0.474,0.323,0.101,0.181,0.894,24317.16,186937.408
22.06,0.465,0.324,0.094,0.19,0.89,24511.893,186907.239
22.07,0.455,0.325,0.086,0.198,0.886,24694.453,186874.921
22.08,0.446,0.325,0.078,0.207,0.883,24850.128,186839.46
22.09,0.436,0.326,0.071,0.216,0.879,24972.069,186800.474
22.1,0.426,0.327,0.064,0.225,0.875,25061.294,186758.189
22.11,0.416,0.327,0.058,0.234,0.871,25126.684,186713.441
22.12,0.406,0.328,0.051,0.242,0.867,25184.986,186667.676
22.13,0.396,0.328,0.043,0.251,0.863,25269.639,186621.052
22.14,0.386,0.329,0.031,0.26,0.859,25385.659,186572.988
22.15,0.376,0.329,0.021,0.268,0.855,25479.934,186528.545
22.16,0.366,0.329,0.017,0.277,0.851,25519.907,186490.632
22.17,0.355,0.33,0.02,0.285,0.847,25496.539,186459.626
22.18,0.345,0.33,0.027,0.294,0.842,25424.31,186433.368
22.19,0.335,0.33,0.036,0.302,0.838,25341.22,186407.166
22.2,0.325,0.33,0.039,0.31,0.834,25308.791,186373.794
22.21,0.314,0.33,0.031,0.319,0.829,25384.326,186325.814
22.22,0.304,0.331,0.019,0.327,0.825,25500.07,186271.363
22.23,0.294,0.331,0.009,0.335,0.821,25595.883,186222.17
22.24,0.284,0.331,0.004,0.343,0.816,25638.293,186184.914
22.25,0.273,0.331,0.007,0.351,0.812,25617.325,186161.257
22.26,0.263,0.331,0.014,0.36,0.807,25546.498,186147.839
22.27,0.253,0.332,0.023,0.368,0.803,25462.831,186136.279
22.28,0.242,0.332,0.027,0.376,0.798,25426.836,186113.176
22.29,0.232,0.332,0.022,0.384,0.794,25474.406,186079.664
22.3,0.222,0.332,0.021,0.391,0.789,25495.601,186078.224
22.31,0.212,0.332,0.022,0.399,0.785,25497.246,186083.966
22.32,0.202,0.332,0.021,0.407,0.78,25494.656,186076.199
22.33,0.192,0.333,0.018,0.415,0.776,25497.169,186045.494
22.34,0.182,0.333,0.012,0.423,0.771,25508.149,185993.682
22.35,0.172,0.333,0.005,0.43,0.766,25524.984,185933.857
22.36,0.162,0.333,0.0,0.438,0.762,25539.088,185890.374
22.37,0.152,0.333,-0.001,0.446,0.757,25540.905,185885.155
22.38,0.143,0.333,-0.001,0.453,0.753,25540.905,185885.155
22.39,0.133,0.333,-0.001,0.461,0.748,25540.905,185885.155
22.4,0.123,0.333,-0.001,0.468,0.743,25540.905,185885.155
22.41,0.114,0.333,-0.001,0.476,0.739,25540.905,185885.155
22.42,0.104,0.333,-0.001,0.483,0.734,25540.905,185885.155
22.43,0.095,0.333,-0.001,0.49,0.73,25540.905,185885.155
22.44,0.086,0.333,-0.001,0.497,0.725,25540.905,185885.155
22.45,0.077,0.333,-0.001,0.505,0.72,25540.905,185885.155
22.46,0.068,0.333,-0.001,0.512,0.716,25540.905,185885.155
22.47,0.059,0.333,-0.001,0.519,0.711,25540.905,185885.155
22.48,0.05,0.333,-0.001,0.526,0.707,25540.905,185885.155
22.49,0.041,0.333,-0.001,0.533,0.702,25540.905,185885.155
22.5,0.033,0.333,-0.001,0.54,0.698,25540.905,185885.155
22.51,0.024,0.333,-0.001,0.547,0.693,25540.905,185885.155
22.52,0.016,0.333,-0.001,0.554,0.688,25540.905,185885.155
22.53,0.008,0.333,-0.001,0.561,0.684,25540.905,185885.155
22.54,-0.0,0.333,-0.001,0.568,0.679,25540.905,185885.155
22.55,-0.008,0.333,-0.001,0.574,0.675,25540.905,185885.155
22.56,-0.016,0.333,-0.001,0.581,0.67,25540.905,185885.155
22.57,-0.023,0.333,-0.001,0.588,0.666,25540.905,185885.155
22.58,-0.031,0.333,-0.001,0.594,0.661,25540.905,185885.155
22.59,-0.038,0.333,-0.001,0.601,0.657,25540.905,185885.155
22.6,-0.045,0.333,-0.001,0.608,0.652,25540.905,185885.155
22.61,-0.052,0.333,-0.001,0.614,0.648,25540.905,185885.155
22.62,-0.059,0.333,-0.001,0.621,0.643,25540.905,185885.155
22.63,-0.066,0.333,-0.001,0.627,0.639,25540.905,185885.155
22.64,-0.073,0.333,-0.001,0.633,0.634,25540.905,185885.155
22.65,-0.079,0.333,-0.001,0.64,0.63,25540.905,185885.155
22.66,-0.085,0.333,-0.001,0.646,0.625,25540.905,185885.155
22.67,-0.091,0.333,-0.001,0.652,0.621,25540.905,185885.155
22.68,-0.097,0.333,-0.001,0.658,0.616,25540.905,185885.155
22.69,-0.103,0.333,-0.001,0.664,0.612,25540.905,185885.155
22.7,-0.109,0.333,-0.001,0.671,0.607,25540.905,185885.155
22.71,-0.114,0.333,-0.001,0.677,0.603,25540.905,185885.155
22.72,-0.119,0.333,-0.001,0.683,0.598,25540.905,185885.155
22.73,-0.124,0.333,-0.001,0.689,0.594,25540.905,185885.155
22.74,-0.129,0.333,-0.001,0.695,0.589,25540.905,185885.155
22.75,-0.134,0.333,-0.001,0.7,0.585,25540.905,185885.155
22.76,-0.139,0.333,-0.001,0.706,0.58,25540.905,185885.155
22.77,-0.143,0.333,-0.001,0.712,0.576,25540.905,185885.155
22.78,-0.147,0.333,-0.001,0.718,0.572,25540.905,185885.155
22.79,-0.151,0.333,-0.001,0.723,0.567,25540.905,185885.155
22.8,-0.155,0.333,-0.001,0.729,0.563,25540.905,185885.155
22.81,-0.159,0.333,-0.001,0.735,0.558,25540.905,185885.155
22.82,-0.163,0.333,-0.001,0.74,0.554,25540.905,185885.155
22.83,-0.166,0.333,-0.001,0.746,0.549,25540.905,185885.155
22.84,-0.169,0.333,-0.001,0.751,0.545,25540.905,185885.155
22.85,-0.172,0.333,-0.001,0.757,0.54,25540.905,185885.155
22.86,-0.175,0.333,-0.001,0.762,0.536,25540.905,185885.155
22.87,-0.178,0.333,-0.001,0.767,0.531,25540.905,185885.155
22.88,-0.18,0.333,-0.001,0.773,0.527,25540.905,185885.155
22.89,-0.183,0.333,-0.001,0.778,0.522,25540.905,185885.155
22.9,-0.185,0.333,-0.001,0.783,0.518,25540.905,185885.155
22.91,-0.187,0.333,-0.001,0.788,0.513,25540.905,185885.155
22.92,-0.189,0.333,-0.001,0.793,0.509,25540.905,185885.155
22.93,-0.191,0.333,-0.001,0.798,0.504,25540.905,185885.155
22.94,-0.192,0.333,-0.001,0.803,0.5,25540.905,185885.155
22.95,-0.194,0.333,-0.001,0.808,0.495,25540.905,185885.155
22.96,-0.195,0.333,-0.001,0.813,0.491,25540.905,185885.155
22.97,-0.196,0.333,-0.001,0.818,0.486,25540.905,185885.155
22.98,-0.197,0.333,-0.001,0.823,0.482,25540.905,185885.155
22.99,-0.198,0.333,-0.001,0.828,0.477,25540.905,185885.155
23.0,-0.198,0.333,-0.001,0.833,0.473,25540.905,185885.155
23.01,-0.199,0.333,-0.001,0.837,0.468,25540.905,185885.155
23.02,-0.199,0.333,-0.001,0.842,0.463,25540.905,185885.155
23.03,-0.199,0.333,-0.001,0.847,0.459,25540.905,185885.155
23.04,-0.2,0.333,-0.001,0.851,0.454,25540.905,185885.155
23.05,-0.2,0.333,-0.001,0.856,0.45,25540.905,185885.155
23.06,-0.199,0.333,-0.001,0.86,0.445,25540.905,185885.155
23.07,-0.199,0.333,-0.001,0.865,0.441,25540.905,185885.155
23.08,-0.199,0.333,-0.001,0.869,0.436,25540.905,185885.155
23.09,-0.198,0.333,-0.001,0.873,0.431,25540.905,185885.155
23.1,-0.197,0.333,-0.001,0.878,0.427,25540.905,185885.155
23.11,-0.196,0.333,-0.001,0.882,0.422,25540.905,185885.155
23.12,-0.195,0.333,-0.001,0.886,0.418,25540.905,185885.155
23.13,-0.194,0.333,-0.001,0.89,0.413,25540.905,185885.155
23.14,-0.193,0.333,-0.001,0.894,0.408,25540.905,185885.155
23.15,-0.192,0.333,-0.001,0.898,0.404,25540.905,185885.155
23.16,-0.19,0.333,-0.001,0.902,0.399,25540.905,185885.155
23.17,-0.189,0.333,-0.001,0.906,0.395,25540.906,185885.609
23.18,-0.187,0.333,-0.001,0.91,0.39,25540.938,185897.685
23.19,-0.186,0.333,-0.002,0.914,0.386,25540.949,185910.253
23.2,-0.184,0.333,-0.004,0.918,0.381,25540.87,185907.531
23.21,-0.182,0.333,-0.008,0.922,0.377,25540.665,185881.065
23.22,-0.18,0.333,-0.012,0.926,0.372,25540.321,185829.736
23.23,-0.178,0.333,-0.019,0.929,0.368,25539.856,185759.752
23.24,-0.176,0.332,-0.029,0.933,0.363,25539.313,185684.655
23.25,-0.174,0.332,-0.042,0.936,0.359,25539.159,185624.848
23.26,-0.171,0.331,-0.058,0.94,0.354,25554.796,185574.431
23.27,-0.169,0.331,-0.073,0.944,0.35,25571.259,185523.952
23.28,-0.166,0.33,-0.088,0.947,0.345,25564.483,185476.18
23.29,-0.164,0.329,-0.102,0.95,0.341,25520.106,185432.874
23.3,-0.161,0.328,-0.115,0.954,0.337,25433.469,185394.787
23.31,-0.159,0.327,-0.128,0.957,0.332,25309.616,185361.662
23.32,-0.156,0.325,-0.14,0.96,0.328,25163.297,185332.236
23.33,-0.153,0.324,-0.152,0.964,0.324,25018.786,185304.252
23.34,-0.151,0.322,-0.164,0.967,0.319,24882.55,185277.11
23.35,-0.148,0.321,-0.176,0.97,0.315,24746.321,185251.598
23.36,-0.145,0.319,-0.188,0.973,0.311,24610.098,185227.705
23.37,-0.142,0.317,-0.199,0.976,0.307,24473.878,185205.417
23.38,-0.139,0.315,-0.211,0.979,0.302,24337.663,185184.715
23.39,-0.136,0.313,-0.222,0.982,0.298,24201.451,185165.58
23.4,-0.133,0.31,-0.234,0.985,0.294,24065.243,185147.99
23.41,-0.13,0.308,-0.245,0.988,0.29,23929.037,185131.92
23.42,-0.127,0.305,-0.256,0.991,0.286,23792.834,185117.346
23.43,-0.124,0.303,-0.266,0.994,0.282,23656.633,185104.249
23.44,-0.121,0.3,-0.277,0.997,0.278,23520.434,185092.603
23.45,-0.118,0.297,-0.287,1.0,0.275,23384.237,185082.386
23.46,-0.115,0.294,-0.297,1.002,0.271,23248.041,185073.568
23.47,-0.112,0.291,-0.307,1.005,0.267,23111.848,185066.12
23.48,-0.109,0.288,-0.317,1.008,0.263,22975.655,185060.01
23.49,-0.105,0.285,-0.327,1.01,0.26,22839.426,185055.216
23.5,-0.102,0.282,-0.335,1.013,0.256,22636.982,185074.103
23.51,-0.099,0.278,-0.341,1.015,0.252,22342.219,185125.539
23.52,-0.096,0.275,-0.345,1.018,0.249,21997.39,185195.267
23.53,-0.093,0.271,-0.35,1.02,0.246,21634.067,185272.63
23.54,-0.09,0.268,-0.354,1.023,0.242,21273.14,185350.567
23.55,-0.087,0.264,-0.357,1.025,0.239,20924.819,185425.614
23.56,-0.084,0.261,-0.361,1.028,0.236,20588.63,185497.905
23.57,-0.081,0.257,-0.365,1.03,0.233,20253.419,185571.172
23.58,-0.078,0.253,-0.368,1.032,0.23,19911.956,185647.739
23.59,-0.075,0.25,-0.371,1.035,0.227,19570.49,185725.338
23.6,-0.072,0.246,-0.374,1.037,0.224,19229.025,185803.876
23.61,-0.069,0.242,-0.376,1.039,0.221,18887.561,185883.254
23.62,-0.067,0.239,-0.378,1.041,0.218,18546.097,185963.372
23.63,-0.064,0.235,-0.38,1.043,0.215,18204.634,186044.127
23.64,-0.061,0.231,-0.381,1.045,0.213,17863.171,186125.41
23.65,-0.058,0.227,-0.382,1.048,0.21,17521.708,186207.11
23.66,-0.056,0.223,-0.383,1.05,0.208,17183.88,186287.749
23.67,-0.053,0.219,-0.383,1.052,0.206,16848.08,186367.852
23.68,-0.05,0.216,-0.384,1.054,0.204,16506.605,186450.234
23.69,-0.048,0.212,-0.383,1.056,0.201,16154.609,186536.601
23.7,-0.045,0.208,-0.382,1.058,0.199,15790.126,186627.54
23.71,-0.043,0.204,-0.381,1.06,0.198,15414.067,186722.524
23.72,-0.04,0.2,-0.379,1.062,0.196,15030.22,186819.907
23.73,-0.038,0.197,-0.377,1.064,0.194,14645.252,186916.927
23.74,-0.036,0.193,-0.374,1.066,0.193,14263.486,187011.776
23.75,-0.034,0.189,-0.372,1.068,0.191,13881.763,187105.603
23.76,-0.031,0.185,-0.369,1.07,0.19,13500.038,187198.314
23.77,-0.029,0.182,-0.365,1.071,0.188,13118.313,187289.797
23.78,-0.027,0.178,-0.361,1.073,0.187,12736.587,187379.935
23.79,-0.025,0.174,-0.357,1.075,0.186,12354.86,187468.614
23.8,-0.023,0.171,-0.353,1.077,0.185,11973.131,187555.716
23.81,-0.021,0.167,-0.349,1.079,0.185,11591.402,187641.123
23.82,-0.02,0.164,-0.344,1.081,0.184,11209.67,187724.72
23.83,-0.018,0.161,-0.339,1.083,0.183,10827.937,187806.4
23.84,-0.016,0.157,-0.333,1.084,0.183,10446.203,187886.061
23.85,-0.014,0.154,-0.327,1.086,0.183,10064.466,187963.6
23.86,-0.013,0.151,-0.321,1.088,0.182,9682.727,188038.911
23.87,-0.011,0.147,-0.315,1.09,0.182,9300.986,188111.892
23.88,-0.01,0.144,-0.309,1.092,0.182,8919.243,188182.437
23.89,-0.009,0.141,-0.302,1.093,0.183,8537.497,188250.443
23.9,-0.007,0.138,-0.295,1.095,0.183,8175.408,188310.152
23.91,-0.006,0.135,-0.289,1.097,0.183,7858.117,188354.522
23.92,-0.005,0.133,-0.283,1.099,0.184,7566.768,188389.328
23.93,-0.004,0.13,-0.278,1.101,0.185,7286.212,188419.171
23.94,-0.003,0.127,-0.271,1.103,0.186,7006.098,188447.169
23.95,-0.002,0.124,-0.265,1.105,0.187,6720.865,188474.949
23.96,-0.001,0.122,-0.258,1.106,0.188,6429.753,188502.653
23.97,0.0,0.119,-0.251,1.108,0.189,6136.793,188528.937
23.98,0.001,0.117,-0.244,1.11,0.19,5846.983,188552.178
23.99,0.002,0.114,-0.237,1.112,0.192,5557.373,188573.268
24.0,0.002,0.112,-0.23,1.114,0.193,5267.758,188592.218
24.01,0.003,0.11,-0.222,1.116,0.195,4978.139,188608.977
24.02,0.004,0.107,-0.214,1.118,0.197,4688.516,188623.494
24.03,0.004,0.105,-0.206,1.12,0.199,4398.888,188635.716
24.04,0.005,0.103,-0.198,1.122,0.201,4109.254,188645.594
24.05,0.005,0.101,-0.189,1.124,0.203,3819.614,188653.078
24.06,0.006,0.1,-0.181,1.126,0.206,3520.352,188659.49
24.07,0.006,0.098,-0.172,1.128,0.208,3207.123,188665.382
24.08,0.006,0.096,-0.163,1.13,0.211,2911.034,188666.299
24.09,0.006,0.095,-0.155,1.132,0.213,2653.547,188659.267
24.1,0.007,0.093,-0.147,1.134,0.216,2444.746,188643.051
24.11,0.007,0.092,-0.14,1.137,0.219,2283.343,188618.144
24.12,0.007,0.09,-0.134,1.139,0.222,2156.674,188586.775
24.13,0.007,0.089,-0.128,1.141,0.226,2040.702,188552.904
24.14,0.007,0.088,-0.122,1.143,0.229,1911.588,188520.36
24.15,0.007,0.086,-0.115,1.146,0.232,1780.994,188487.218
24.16,0.007,0.085,-0.109,1.148,0.236,1650.393,188453.231
24.17,0.007,0.084,-0.102,1.15,0.239,1519.786,188418.392
24.18,0.006,0.083,-0.096,1.153,0.243,1389.17,188382.695
24.19,0.006,0.082,-0.089,1.155,0.247,1258.545,188346.133
24.2,0.006,0.081,-0.082,1.158,0.251,1127.909,188308.701
24.21,0.006,0.081,-0.076,1.16,0.255,997.259,188270.396
24.22,0.006,0.08,-0.069,1.163,0.259,866.595,188231.213
24.23,0.005,0.079,-0.062,1.165,0.264,735.912,188191.153
24.24,0.005,0.079,-0.056,1.168,0.268,605.206,188150.213
