time,wave [m],stroke [m],stroke speed [m/s],angle [deg],angular_speed [deg/s],F_PTO [N],Energy [J]
3.84,0.488,-0.039,0.557,-0.455,0.862,-7782.191,23082.065
3.85,0.499,-0.046,0.558,-0.446,0.88,-8429.707,22773.11
3.86,0.51,-0.052,0.558,-0.437,0.898,-9052.162,22476.157
3.87,0.521,-0.053,0.559,-0.428,0.916,-9097.628,22453.16
3.88,0.532,-0.045,0.561,-0.419,0.934,-8321.645,22821.274
3.89,0.542,-0.035,0.562,-0.409,0.951,-7384.579,23267.143
3.9,0.553,-0.028,0.563,-0.4,0.969,-6700.538,23592.646
3.91,0.563,-0.026,0.564,-0.39,0.986,-6491.23,23691.66
3.92,0.573,-0.029,0.564,-0.38,1.003,-6787.108,23549.522
3.93,0.583,-0.036,0.564,-0.37,1.019,-7427.366,23243.033
3.94,0.592,-0.042,0.564,-0.36,1.036,-8059.944,22940.453
3.95,0.601,-0.043,0.565,-0.349,1.053,-8141.525,22901.506
3.96,0.61,-0.038,0.567,-0.339,1.069,-7593.729,23163.811
3.97,0.619,-0.032,0.568,-0.328,1.085,-7039.994,23429.654
3.98,0.628,-0.026,0.569,-0.317,1.101,-6484.274,23697.271
3.99,0.636,-0.021,0.57,-0.306,1.117,-5924.744,23967.553
4.0,0.644,-0.015,0.57,-0.295,1.132,-5360.636,24240.778
4.01,0.652,-0.009,0.57,-0.283,1.147,-4792.238,24516.616
4.02,0.66,-0.003,0.57,-0.272,1.162,-4220.899,24794.123
4.03,0.668,0.002,0.57,-0.26,1.176,-3649.02,25071.744
4.04,0.675,0.008,0.569,-0.248,1.191,-3078.349,25348.323
4.05,0.682,0.014,0.568,-0.236,1.205,-2507.71,25624.412
4.06,0.688,0.019,0.567,-0.224,1.218,-1937.071,25899.88
4.07,0.695,0.025,0.565,-0.212,1.231,-1366.433,26174.579
4.08,0.701,0.031,0.564,-0.199,1.244,-795.795,26448.355
4.09,0.707,0.036,0.562,-0.187,1.257,-225.157,26721.051
4.1,0.713,0.042,0.559,-0.174,1.269,345.481,26992.509
4.11,0.718,0.047,0.557,-0.161,1.28,916.118,27262.568
4.12,0.723,0.053,0.554,-0.149,1.292,1486.754,27531.064
4.13,0.728,0.059,0.551,-0.136,1.303,2057.39,27797.834
4.14,0.733,0.064,0.547,-0.123,1.313,2628.026,28062.715
4.15,0.737,0.069,0.543,-0.109,1.324,3198.66,28325.539
4.16,0.741,0.075,0.539,-0.096,1.333,3769.294,28586.139
4.17,0.745,0.08,0.535,-0.083,1.343,4339.927,28844.342
4.18,0.749,0.086,0.53,-0.069,1.352,4910.559,29099.973
4.19,0.752,0.091,0.525,-0.056,1.36,5481.191,29352.856
4.2,0.755,0.096,0.52,-0.042,1.368,6041.242,29597.388
4.21,0.758,0.101,0.515,-0.028,1.376,6574.371,29825.214
4.22,0.761,0.106,0.51,-0.015,1.383,7091.584,30042.128
4.23,0.763,0.111,0.505,-0.001,1.39,7602.034,30252.892
4.24,0.765,0.116,0.5,0.013,1.396,8112.011,30460.715
4.25,0.767,0.121,0.494,0.027,1.402,8624.952,30667.261
4.26,0.768,0.126,0.488,0.041,1.408,9141.434,30872.642
4.27,0.769,0.131,0.482,0.055,1.413,9659.176,31075.423
4.28,0.77,0.136,0.475,0.07,1.417,10175.044,31273.722
4.29,0.771,0.141,0.468,0.084,1.422,10690.742,31468.326
4.3,0.771,0.145,0.46,0.098,1.425,11206.438,31659.159
4.31,0.771,0.15,0.452,0.112,1.429,11722.132,31846.048
4.32,0.771,0.154,0.444,0.127,1.431,12237.824,32028.818
4.33,0.771,0.159,0.436,0.141,1.434,12753.514,32207.295
4.34,0.77,0.163,0.427,0.155,1.435,13269.201,32381.301
4.35,0.769,0.167,0.418,0.17,1.437,13784.886,32550.655
4.36,0.768,0.171,0.408,0.184,1.438,14309.779,32718.493
4.37,0.766,0.175,0.398,0.198,1.438,14850.579,32886.98
4.38,0.765,0.179,0.387,0.213,1.438,15374.42,33044.098
4.39,0.763,0.183,0.377,0.227,1.437,15857.991,33181.464
4.4,0.76,0.187,0.368,0.241,1.436,16290.064,33295.241
4.41,0.758,0.191,0.359,0.256,1.435,16671.486,33386.136
4.42,0.755,0.194,0.351,0.27,1.433,17015.186,33459.402
4.43,0.752,0.198,0.342,0.284,1.43,17346.169,33524.836
4.44,0.749,0.201,0.333,0.299,1.427,17690.86,33592.611
4.45,0.745,0.204,0.324,0.313,1.424,18037.553,33657.932
4.46,0.741,0.207,0.314,0.327,1.42,18384.243,33719.886
4.47,0.737,0.211,0.303,0.341,1.415,18730.929,33778.347
4.48,0.733,0.214,0.293,0.356,1.41,19077.611,33833.191
4.49,0.728,0.216,0.282,0.37,1.405,19424.289,33884.289
4.5,0.723,0.219,0.27,0.384,1.399,19770.963,33931.515
4.51,0.718,0.222,0.259,0.398,1.393,20117.63,33974.739
4.52,0.713,0.224,0.247,0.411,1.386,20464.292,34013.834
4.53,0.708,0.227,0.234,0.425,1.379,20810.946,34048.678
4.54,0.702,0.229,0.221,0.439,1.371,21157.592,34079.148
4.55,0.696,0.231,0.208,0.453,1.364,21504.23,34105.126
4.56,0.69,0.233,0.195,0.466,1.355,21850.857,34126.498
4.57,0.683,0.235,0.181,0.48,1.346,22197.471,34143.149
4.58,0.677,0.237,0.167,0.493,1.337,22544.071,34154.971
4.59,0.67,0.238,0.153,0.507,1.328,22890.652,34161.856
4.6,0.663,0.24,0.138,0.52,1.318,23213.064,34167.026
4.61,0.655,0.241,0.126,0.533,1.308,23425.664,34172.976
4.62,0.648,0.242,0.115,0.546,1.297,23564.374,34158.206
4.63,0.64,0.243,0.104,0.559,1.286,23668.785,34109.253
4.64,0.632,0.244,0.092,0.572,1.275,23766.881,34023.614
4.65,0.624,0.245,0.079,0.584,1.263,23875.042,33909.746
4.66,0.616,0.246,0.065,0.597,1.251,23998.04,33787.063
4.67,0.607,0.247,0.051,0.609,1.239,24129.045,33685.94
4.68,0.599,0.247,0.036,0.622,1.227,24253.36,33629.617
4.69,0.59,0.247,0.021,0.634,1.214,24374.936,33565.456
4.7,0.581,0.247,0.006,0.646,1.201,24496.182,33508.618
4.71,0.571,0.247,-0.01,0.658,1.187,24617.568,33478.324
4.72,0.562,0.247,-0.026,0.67,1.174,24739.381,33484.464
4.73,0.552,0.247,-0.042,0.681,1.16,24861.732,33527.592
4.74,0.543,0.246,-0.059,0.693,1.146,24984.547,33598.931
4.75,0.533,0.246,-0.076,0.704,1.131,25107.576,33680.371
4.76,0.523,0.245,-0.093,0.716,1.117,25240.028,33751.055
4.77,0.512,0.244,-0.112,0.727,1.102,25410.068,33823.829
4.78,0.502,0.243,-0.13,0.738,1.087,25559.518,33889.875
4.79,0.491,0.241,-0.147,0.748,1.072,25639.002,33939.173
4.8,0.481,0.24,-0.163,0.759,1.057,25622.297,33966.792
4.81,0.47,0.238,-0.177,0.77,1.041,25506.324,33972.895
4.82,0.459,0.236,-0.19,0.78,1.026,25311.157,33962.735
4.83,0.448,0.234,-0.203,0.79,1.01,25080.015,33946.656
4.84,0.436,0.232,-0.216,0.8,0.994,24870.222,33938.029
4.85,0.425,0.23,-0.229,0.81,0.978,24669.263,33934.113
4.86,0.414,0.228,-0.243,0.82,0.961,24468.308,33932.938
4.87,0.402,0.225,-0.257,0.829,0.945,24267.358,33934.543
4.88,0.39,0.222,-0.271,0.839,0.929,24066.412,33938.967
4.89,0.378,0.22,-0.285,0.848,0.912,23865.471,33946.244
4.9,0.366,0.217,-0.3,0.857,0.896,23664.532,33956.406
4.91,0.354,0.214,-0.314,0.866,0.879,23463.597,33969.481
4.92,0.342,0.21,-0.329,0.874,0.862,23262.665,33985.496
4.93,0.33,0.207,-0.344,0.883,0.845,23061.736,34004.461
4.94,0.317,0.204,-0.358,0.891,0.828,22860.809,34026.369
4.95,0.305,0.2,-0.373,0.899,0.812,22659.885,34051.211
4.96,0.292,0.196,-0.387,0.908,0.794,22458.962,34078.976
4.97,0.28,0.192,-0.402,0.915,0.777,22258.042,34109.652
4.98,0.267,0.188,-0.416,0.923,0.76,22057.123,34143.229
4.99,0.254,0.184,-0.431,0.931,0.743,21856.206,34179.69
5.0,0.242,0.179,-0.445,0.938,0.726,21643.174,34224.577
5.01,0.229,0.175,-0.456,0.945,0.708,21309.946,34327.523
5.02,0.216,0.17,-0.466,0.952,0.691,20879.257,34478.402
5.03,0.203,0.166,-0.475,0.959,0.674,20400.256,34654.948
5.04,0.19,0.161,-0.483,0.966,0.656,19908.467,34841.086
5.05,0.177,0.156,-0.491,0.972,0.639,19425.799,35026.929
5.06,0.164,0.151,-0.5,0.978,0.621,18960.537,35208.777
5.07,0.15,0.146,-0.509,0.984,0.604,18507.35,35389.118
5.08,0.137,0.141,-0.517,0.99,0.587,18048.916,35575.87
5.09,0.124,0.136,-0.525,0.996,0.569,17586.263,35768.381
5.1,0.111,0.13,-0.533,1.002,0.552,17123.611,35964.599
5.11,0.098,0.125,-0.541,1.007,0.534,16660.961,36164.442
5.12,0.084,0.12,-0.548,1.012,0.517,16198.311,36367.827
5.13,0.071,0.114,-0.556,1.018,0.5,15735.663,36574.669
5.14,0.058,0.108,-0.563,1.022,0.482,15273.016,36784.885
5.15,0.044,0.103,-0.57,1.027,0.465,14810.37,36998.388
5.16,0.031,0.097,-0.577,1.032,0.448,14349.382,37214.102
5.17,0.018,0.091,-0.584,1.036,0.431,13906.901,37421.925
5.18,0.005,0.085,-0.59,1.04,0.414,13460.82,37635.049
5.19,-0.009,0.079,-0.596,1.044,0.397,12985.946,37868.422
5.2,-0.022,0.073,-0.601,1.048,0.38,12467.869,38130.453
5.21,-0.035,0.067,-0.605,1.052,0.363,11902.963,38423.009
5.22,-0.048,0.061,-0.608,1.056,0.346,11298.387,38741.415
5.23,-0.062,0.055,-0.61,1.059,0.329,10672.085,39074.459
5.24,-0.075,0.049,-0.612,1.062,0.312,10051.603,39405.114
5.25,-0.088,0.043,-0.614,1.065,0.296,9438.104,39732.664
5.26,-0.101,0.037,-0.615,1.068,0.279,8824.606,40061.275
5.27,-0.114,0.031,-0.617,1.071,0.262,8211.108,40390.779
5.28,-0.127,0.025,-0.618,1.073,0.246,7597.61,40721.01
5.29,-0.14,0.018,-0.618,1.076,0.23,6984.112,41051.803
5.3,-0.153,0.012,-0.619,1.078,0.214,6370.614,41382.993
5.31,-0.166,0.006,-0.619,1.08,0.198,5757.116,41714.417
5.32,-0.178,-0.0,-0.619,1.082,0.182,5143.618,42045.912
5.33,-0.191,-0.006,-0.619,1.084,0.166,4530.121,42377.304
5.34,-0.204,-0.013,-0.618,1.085,0.15,3916.623,42708.409
5.35,-0.216,-0.019,-0.617,1.087,0.135,3303.125,43039.043
5.36,-0.229,-0.025,-0.616,1.088,0.119,2689.627,43369.021
5.37,-0.241,-0.031,-0.615,1.089,0.104,2076.129,43698.162
5.38,-0.253,-0.037,-0.613,1.09,0.089,1462.63,44026.287
5.39,-0.265,-0.043,-0.611,1.091,0.073,849.131,44353.216
5.4,-0.278,-0.049,-0.608,1.091,0.059,235.716,44678.724
5.41,-0.29,-0.056,-0.606,1.092,0.044,-374.301,45000.637
5.42,-0.301,-0.062,-0.603,1.092,0.029,-980.708,45318.678
5.43,-0.313,-0.068,-0.6,1.093,0.015,-1585.223,45633.724
5.44,-0.325,-0.074,-0.596,1.093,0.0,-2189.113,45946.377
5.45,-0.337,-0.079,-0.592,1.093,-0.014,-2793.194,46256.953
5.46,-0.348,-0.085,-0.588,1.092,-0.028,-3397.833,46565.492
5.47,-0.359,-0.091,-0.584,1.092,-0.041,-4002.944,46871.748
5.48,-0.371,-0.097,-0.579,1.091,-0.055,-4608.0,47175.203
5.49,-0.382,-0.103,-0.574,1.091,-0.068,-5212.844,47475.573
5.5,-0.393,-0.109,-0.569,1.09,-0.082,-5817.69,47772.792
5.51,-0.404,-0.114,-0.563,1.089,-0.095,-6422.537,48066.66
5.52,-0.414,-0.12,-0.557,1.088,-0.108,-7027.385,48356.982
5.53,-0.425,-0.125,-0.551,1.087,-0.12,-7632.234,48643.564
5.54,-0.435,-0.131,-0.544,1.086,-0.133,-8237.084,48926.216
5.55,-0.446,-0.136,-0.537,1.084,-0.145,-8841.936,49204.752
5.56,-0.456,-0.142,-0.53,1.083,-0.157,-9446.923,49479.054
5.57,-0.466,-0.147,-0.522,1.081,-0.169,-10066.131,49755.731
5.58,-0.476,-0.152,-0.514,1.08,-0.181,-10687.758,50028.793
5.59,-0.486,-0.157,-0.505,1.078,-0.193,-11288.473,50286.786
5.6,-0.495,-0.162,-0.498,1.076,-0.204,-11854.131,50522.87
5.61,-0.505,-0.167,-0.49,1.074,-0.215,-12379.776,50734.815
5.62,-0.514,-0.172,-0.483,1.071,-0.226,-12869.642,50925.004
5.63,-0.523,-0.177,-0.476,1.069,-0.236,-13337.148,51100.434
5.64,-0.532,-0.181,-0.469,1.067,-0.247,-13804.873,51272.696
5.65,-0.541,-0.186,-0.462,1.064,-0.257,-14281.212,51445.896
5.66,-0.549,-0.191,-0.454,1.062,-0.267,-14757.552,51615.377
5.67,-0.558,-0.195,-0.445,1.059,-0.277,-15233.894,51780.988
5.68,-0.566,-0.2,-0.437,1.056,-0.286,-15710.238,51942.584
5.69,-0.574,-0.204,-0.428,1.053,-0.296,-16186.585,52100.02
5.7,-0.582,-0.208,-0.419,1.05,-0.305,-16662.933,52253.157
5.71,-0.59,-0.212,-0.409,1.047,-0.313,-17139.285,52401.857
5.72,-0.597,-0.216,-0.399,1.044,-0.322,-17615.639,52545.988
5.73,-0.605,-0.22,-0.389,1.041,-0.33,-18091.996,52685.411
5.74,-0.612,-0.224,-0.379,1.037,-0.338,-18568.356,52819.981
5.75,-0.619,-0.228,-0.368,1.034,-0.346,-19044.719,52949.557
5.76,-0.625,-0.231,-0.358,1.03,-0.354,-19521.087,53074.001
5.77,-0.632,-0.235,-0.346,1.027,-0.361,-19997.458,53193.18
5.78,-0.638,-0.238,-0.335,1.023,-0.368,-20473.834,53306.965
5.79,-0.645,-0.242,-0.323,1.019,-0.375,-20950.215,53415.229
5.8,-0.651,-0.245,-0.311,1.016,-0.381,-21426.601,53517.853
5.81,-0.656,-0.248,-0.3,1.012,-0.388,-21849.523,53599.254
5.82,-0.662,-0.251,-0.29,1.008,-0.394,-22186.792,53650.91
5.83,-0.667,-0.254,-0.281,1.004,-0.399,-22476.962,53685.042
5.84,-0.673,-0.256,-0.272,1.0,-0.405,-22749.052,53710.814
5.85,-0.677,-0.259,-0.262,0.996,-0.41,-23022.456,53734.31
5.86,-0.682,-0.262,-0.252,0.992,-0.415,-23306.942,53758.531
5.87,-0.687,-0.264,-0.242,0.987,-0.42,-23602.658,53783.398
5.88,-0.691,-0.267,-0.231,0.983,-0.424,-23900.126,53805.75
5.89,-0.695,-0.269,-0.221,0.979,-0.428,-24191.618,53823.046
5.9,-0.699,-0.271,-0.21,0.975,-0.432,-24483.064,53837.174
5.91,-0.703,-0.273,-0.199,0.97,-0.435,-24774.517,53848.081
5.92,-0.706,-0.275,-0.187,0.966,-0.439,-25065.979,53855.701
5.93,-0.71,-0.277,-0.176,0.962,-0.442,-25357.45,53859.969
5.94,-0.713,-0.278,-0.164,0.957,-0.444,-25648.932,53860.823
5.95,-0.715,-0.28,-0.152,0.953,-0.447,-25940.428,53858.202
5.96,-0.718,-0.281,-0.139,0.948,-0.449,-26231.939,53852.048
5.97,-0.72,-0.283,-0.127,0.944,-0.451,-26542.727,53843.743
5.98,-0.722,-0.284,-0.113,0.939,-0.452,-26868.303,53832.857
5.99,-0.724,-0.285,-0.101,0.935,-0.454,-27162.74,53815.979
6.0,-0.726,-0.286,-0.089,0.93,-0.455,-27396.54,53791.117
6.01,-0.728,-0.287,-0.078,0.926,-0.455,-27557.136,53757.738
6.02,-0.729,-0.288,-0.068,0.921,-0.456,-27648.883,53716.763
6.03,-0.73,-0.288,-0.059,0.916,-0.456,-27693.065,53670.57
6.04,-0.731,-0.289,-0.051,0.912,-0.456,-27727.891,53622.993
6.05,-0.731,-0.289,-0.041,0.907,-0.455,-27782.406,53581.952
6.06,-0.731,-0.29,-0.032,0.903,-0.455,-27837.806,53545.51
6.07,-0.732,-0.29,-0.022,0.898,-0.454,-27892.962,53501.171
6.08,-0.731,-0.29,-0.012,0.894,-0.452,-27947.59,53441.817
6.09,-0.731,-0.29,-0.002,0.889,-0.451,-28001.624,53365.912
6.1,-0.731,-0.29,0.008,0.885,-0.449,-28055.214,53277.496
6.11,-0.73,-0.29,0.019,0.88,-0.447,-28108.732,53186.188
6.12,-0.729,-0.29,0.029,0.876,-0.444,-28162.763,53107.189
6.13,-0.727,-0.289,0.04,0.871,-0.441,-28217.551,53047.249
6.14,-0.726,-0.289,0.05,0.867,-0.438,-28272.367,52988.403
6.15,-0.724,-0.288,0.061,0.863,-0.435,-28327.183,52929.598
6.16,-0.722,-0.288,0.073,0.858,-0.431,-28381.998,52870.544
6.17,-0.72,-0.287,0.085,0.854,-0.427,-28436.814,52811.022
6.18,-0.718,-0.286,0.098,0.85,-0.423,-28491.631,52750.885
6.19,-0.715,-0.285,0.111,0.845,-0.419,-28546.447,52690.056
6.2,-0.712,-0.284,0.124,0.841,-0.414,-28601.263,52628.529
6.21,-0.709,-0.282,0.137,0.837,-0.409,-28618.425,52573.044
6.22,-0.706,-0.281,0.147,0.833,-0.404,-28535.672,52535.071
6.23,-0.702,-0.28,0.157,0.829,-0.398,-28393.365,52508.087
6.24,-0.699,-0.278,0.166,0.825,-0.392,-28225.55,52486.552
6.25,-0.695,-0.276,0.175,0.821,-0.386,-28055.697,52466.661
6.26,-0.69,-0.274,0.184,0.817,-0.379,-27896.693,52446.338
6.27,-0.686,-0.273,0.193,0.814,-0.373,-27750.847,52425.243
6.28,-0.681,-0.271,0.203,0.81,-0.366,-27609.89,52404.765
6.29,-0.677,-0.268,0.212,0.806,-0.358,-27462.024,52386.857
6.3,-0.671,-0.266,0.222,0.803,-0.351,-27313.458,52370.476
6.31,-0.666,-0.264,0.231,0.799,-0.343,-27164.89,52355.512
6.32,-0.661,-0.262,0.241,0.796,-0.335,-27016.319,52341.971
6.33,-0.655,-0.259,0.25,0.793,-0.326,-26867.745,52329.86
6.34,-0.649,-0.257,0.26,0.789,-0.318,-26719.169,52319.183
6.35,-0.643,-0.254,0.27,0.786,-0.309,-26570.591,52309.948
6.36,-0.637,-0.251,0.28,0.783,-0.3,-26422.01,52302.16
6.37,-0.63,-0.248,0.29,0.78,-0.29,-26283.764,52292.459
6.38,-0.623,-0.245,0.3,0.777,-0.281,-26164.545,52278.072
6.39,-0.616,-0.242,0.31,0.775,-0.271,-26026.066,52271.568
6.4,-0.609,-0.239,0.319,0.772,-0.261,-25840.873,52281.983
6.41,-0.602,-0.236,0.327,0.77,-0.25,-25595.621,52313.746
6.42,-0.594,-0.233,0.334,0.767,-0.24,-25291.076,52366.683
6.43,-0.587,-0.229,0.34,0.765,-0.229,-24942.112,52436.014
6.44,-0.579,-0.226,0.346,0.762,-0.217,-24577.716,52512.354
6.45,-0.57,-0.222,0.353,0.76,-0.206,-24229.196,52585.578
6.46,-0.562,-0.219,0.359,0.758,-0.195,-23883.22,52660.137
6.47,-0.554,-0.215,0.365,0.756,-0.183,-23537.243,52736.872
6.48,-0.545,-0.212,0.371,0.755,-0.171,-23191.264,52815.786
6.49,-0.536,-0.208,0.378,0.753,-0.158,-22845.284,52896.881
6.5,-0.527,-0.204,0.384,0.752,-0.146,-22499.302,52980.161
6.51,-0.518,-0.2,0.39,0.75,-0.133,-22153.319,53065.63
6.52,-0.508,-0.196,0.397,0.749,-0.12,-21807.334,53153.289
6.53,-0.499,-0.192,0.403,0.748,-0.107,-21461.347,53243.143
6.54,-0.489,-0.188,0.409,0.747,-0.094,-21115.36,53335.19
6.55,-0.479,-0.184,0.416,0.746,-0.08,-20769.371,53429.425
6.56,-0.469,-0.18,0.422,0.745,-0.066,-20423.381,53525.84
6.57,-0.459,-0.176,0.428,0.745,-0.052,-20077.389,53624.431
6.58,-0.448,-0.171,0.435,0.744,-0.038,-19731.397,53725.191
6.59,-0.438,-0.167,0.441,0.744,-0.024,-19385.403,53828.116
6.6,-0.427,-0.162,0.447,0.744,-0.009,-19039.408,53933.202
6.61,-0.416,-0.158,0.453,0.744,0.005,-18681.784,54045.756
6.62,-0.405,-0.153,0.458,0.744,0.02,-18268.495,54185.805
6.63,-0.394,-0.149,0.462,0.744,0.035,-17817.318,54345.057
6.64,-0.383,-0.144,0.466,0.744,0.05,-17348.493,54514.133
6.65,-0.372,-0.139,0.469,0.745,0.065,-16876.342,54686.408
6.66,-0.36,-0.135,0.473,0.746,0.081,-16409.275,54858.008
6.67,-0.348,-0.13,0.477,0.747,0.096,-15949.784,55027.811
6.68,-0.337,-0.125,0.481,0.748,0.112,-15494.445,55197.446
6.69,-0.325,-0.12,0.484,0.749,0.128,-15035.799,55370.402
6.7,-0.313,-0.116,0.488,0.75,0.144,-14576.102,55545.538
6.71,-0.3,-0.111,0.492,0.752,0.16,-14116.403,55722.311
6.72,-0.288,-0.106,0.495,0.753,0.176,-13656.705,55900.685
6.73,-0.276,-0.101,0.498,0.755,0.193,-13197.005,56080.619
6.74,-0.263,-0.096,0.502,0.757,0.209,-12737.305,56262.076
6.75,-0.251,-0.091,0.505,0.759,0.226,-12277.605,56445.02
6.76,-0.238,-0.086,0.508,0.762,0.242,-11817.903,56629.412
6.77,-0.226,-0.08,0.511,0.764,0.259,-11313.31,56834.516
6.78,-0.213,-0.072,0.514,0.767,0.276,-10614.628,57124.469
6.79,-0.2,-0.066,0.517,0.77,0.293,-9987.129,57385.292
6.8,-0.187,-0.062,0.52,0.773,0.31,-9638.937,57527.559
6.81,-0.174,-0.061,0.521,0.776,0.327,-9645.109,57519.034
6.82,-0.161,-0.064,0.521,0.779,0.344,-9947.63,57384.665
6.83,-0.147,-0.068,0.522,0.783,0.361,-10355.417,57206.591
6.84,-0.134,-0.07,0.522,0.787,0.379,-10544.317,57124.136
6.85,-0.121,-0.066,0.523,0.79,0.396,-10119.034,57307.457
6.86,-0.108,-0.058,0.525,0.795,0.414,-9349.529,57641.337
6.87,-0.094,-0.051,0.526,0.799,0.432,-8643.363,57948.231
6.88,-0.081,-0.047,0.527,0.803,0.45,-8224.235,58130.075
6.89,-0.067,-0.047,0.528,0.808,0.468,-8178.131,58149.109
6.9,-0.054,-0.049,0.528,0.813,0.486,-8453.323,58027.876
6.91,-0.04,-0.054,0.528,0.817,0.504,-8860.375,57849.216
6.92,-0.027,-0.056,0.529,0.823,0.522,-9072.137,57756.275
6.93,-0.013,-0.052,0.531,0.828,0.54,-8674.868,57930.43
6.94,0.001,-0.044,0.532,0.833,0.559,-7909.497,58268.031
6.95,0.014,-0.037,0.534,0.839,0.577,-7195.464,58583.54
6.96,0.028,-0.032,0.535,0.845,0.595,-6762.062,58774.735
6.97,0.042,-0.032,0.535,0.851,0.614,-6700.874,58800.719
6.98,0.055,-0.034,0.535,0.857,0.632,-6965.771,58681.922
6.99,0.069,-0.039,0.536,0.864,0.651,-7372.912,58500.098
7.0,0.082,-0.041,0.536,0.87,0.669,-7600.742,58398.328
7.01,0.096,-0.037,0.538,0.877,0.688,-7218.382,58568.918
7.02,0.11,-0.028,0.539,0.884,0.706,-6346.328,58962.272
7.03,0.123,-0.02,0.54,0.891,0.725,-5502.266,59344.069
7.04,0.137,-0.015,0.541,0.898,0.743,-5012.958,59564.795
7.05,0.15,-0.015,0.542,0.906,0.762,-5018.67,59560.127
7.06,0.164,-0.019,0.542,0.914,0.78,-5473.171,59350.935
7.07,0.177,-0.026,0.542,0.922,0.799,-6143.735,59043.281
7.08,0.191,-0.031,0.542,0.93,0.817,-6611.139,58828.42
7.09,0.204,-0.028,0.544,0.938,0.835,-6308.413,58965.254
7.1,0.217,-0.019,0.545,0.946,0.854,-5436.931,59363.334
7.11,0.23,-0.011,0.547,0.955,0.872,-4582.02,59754.497
7.12,0.243,-0.005,0.548,0.964,0.89,-4075.144,59986.215
7.13,0.257,-0.005,0.548,0.973,0.908,-4062.056,59991.361
7.14,0.27,-0.01,0.548,0.982,0.926,-4502.798,59788.211
7.15,0.282,-0.017,0.548,0.991,0.944,-5171.699,59480.441
7.16,0.295,-0.022,0.549,1.001,0.962,-5657.378,59257.129
7.17,0.308,-0.019,0.55,1.011,0.979,-5414.757,59368.854
7.18,0.321,-0.014,0.552,1.02,0.997,-4876.989,59616.727
7.19,0.333,-0.008,0.553,1.031,1.014,-4338.915,59865.449
7.2,0.346,-0.002,0.554,1.041,1.031,-3798.037,60116.265
7.21,0.358,0.003,0.554,1.051,1.048,-3252.918,60369.821
7.22,0.37,0.009,0.554,1.062,1.065,-2703.185,60626.168
7.23,0.382,0.014,0.554,1.072,1.081,-2149.526,60884.758
7.24,0.394,0.02,0.554,1.083,1.097,-1593.69,61144.447
7.25,0.406,0.025,0.553,1.094,1.113,-1038.389,61403.548
7.26,0.418,0.031,0.552,1.106,1.129,-483.8,61661.836
7.27,0.429,0.036,0.551,1.117,1.144,70.79,61919.583
7.28,0.441,0.042,0.55,1.128,1.16,625.379,62176.651
7.29,0.452,0.047,0.548,1.14,1.175,1179.967,62432.897
7.3,0.463,0.053,0.546,1.152,1.189,1734.556,62688.176
7.31,0.475,0.058,0.544,1.164,1.204,2289.144,62942.34
7.32,0.485,0.064,0.542,1.176,1.218,2843.731,63195.239
7.33,0.496,0.069,0.539,1.188,1.232,3398.319,63446.719
7.34,0.507,0.074,0.536,1.201,1.245,3952.905,63696.628
7.35,0.517,0.08,0.533,1.213,1.259,4507.491,63944.817
7.36,0.527,0.085,0.53,1.226,1.272,5062.077,64191.134
7.37,0.537,0.09,0.526,1.239,1.284,5616.661,64435.426
7.38,0.547,0.096,0.522,1.252,1.297,6171.245,64677.537
7.39,0.557,0.101,0.517,1.265,1.309,6725.828,64917.309
7.4,0.566,0.106,0.513,1.278,1.321,7280.41,65154.58
7.41,0.576,0.111,0.508,1.291,1.332,7834.56,65388.974
7.42,0.585,0.116,0.503,1.304,1.343,8367.748,65610.149
7.43,0.594,0.121,0.498,1.318,1.354,8878.086,65817.289
7.44,0.603,0.126,0.493,1.331,1.364,9376.398,66015.901
7.45,0.611,0.131,0.488,1.345,1.374,9870.678,66210.006
7.46,0.62,0.136,0.483,1.359,1.384,10366.096,66402.141
7.47,0.628,0.141,0.477,1.373,1.393,10864.99,66593.354
7.48,0.636,0.145,0.471,1.387,1.402,11366.875,66783.21
7.49,0.643,0.15,0.465,1.401,1.41,11868.469,66969.805
7.5,0.651,0.155,0.458,1.415,1.418,12368.696,67152.436
7.51,0.658,0.159,0.452,1.429,1.426,12868.921,67331.693
7.52,0.665,0.164,0.444,1.443,1.433,13369.145,67507.427
7.53,0.672,0.168,0.437,1.458,1.44,13869.367,67679.488
7.54,0.679,0.172,0.429,1.472,1.447,14369.587,67847.725
7.55,0.685,0.177,0.421,1.487,1.453,14869.804,68011.985
7.56,0.691,0.181,0.413,1.501,1.458,15370.02,68172.111
7.57,0.697,0.185,0.404,1.516,1.463,15870.343,68327.988
7.58,0.703,0.189,0.395,1.531,1.468,16387.946,68485.515
7.59,0.708,0.193,0.385,1.545,1.472,16909.089,68639.615
7.6,0.714,0.197,0.375,1.56,1.476,17404.753,68779.936
7.61,0.719,0.2,0.366,1.575,1.479,17857.278,68900.315
7.62,0.723,0.204,0.358,1.59,1.481,18260.357,68998.777
7.63,0.728,0.207,0.35,1.604,1.484,18619.04,69077.535
7.64,0.732,0.211,0.342,1.619,1.485,18949.73,69142.991
7.65,0.736,0.214,0.334,1.634,1.486,19280.173,69205.728
7.66,0.74,0.218,0.326,1.649,1.487,19621.517,69269.829
7.67,0.743,0.221,0.317,1.664,1.487,19962.859,69330.971
